"2pm",15111.75384,10783.38726,3486.04476,5804.51472,3552.76332,4269.98784,14369.50986,4711.9983,3427.66602,2526.96546,625.4865,1559.54634,825.64218,950.73948,1434.44904,2785.49988,2143.33374,3761.25882,3177.47142,783.94308,291.8937,325.25298,175.13622,300.23352,2760.48042,1534.52688,4345.04622,2602.02384,4111.53126,1776.38166,9507.3948,1959.8577,1726.34274,383.63172,408.65118,792.2829,266.87424,2977.31574,2326.80978,8298.1209,358.61226,1359.39066,458.6901,3210.8307,825.64218,1434.44904,241.85478,1909.81878,200.15568,408.65118,241.85478,433.67064,2426.88762,258.53442,483.70956,550.42812,959.0793,275.21406,592.12722,350.27244,141.77694,9490.71516,4970.53272,5295.7857,3686.20044,14411.20896,1984.87716,316.91316,283.55388
"3pm",13176.9156,9507.3948,2902.25736,4628.6001,3069.05376,3552.76332,12359.61324,4086.5118,3127.4325,2134.99392,500.3892,1351.05084,742.24398,825.64218,1359.39066,2385.18852,1809.74094,3077.39358,2652.06276,600.46704,216.83532,391.97154,158.45658,291.8937,2385.18852,1376.0703,3669.5208,2285.11068,3652.84116,1534.52688,7997.88738,1526.18706,1459.4685,350.27244,350.27244,708.8847,225.17514,2351.82924,1976.53734,7364.06106,216.83532,1200.93408,416.991,2660.40258,692.20506,1259.31282,233.51496,1634.60472,116.75748,391.97154,225.17514,408.65118,1592.90562,225.17514,383.63172,492.04938,842.32182,266.87424,500.3892,283.55388,100.07784,8331.48018,4328.36658,4253.3082,3077.39358,12142.77792,1976.53734,266.87424,250.1946
"4pm",6988.76916,5420.883,1909.81878,2560.32474,2026.57626,1801.40112,6938.73024,2109.97446,1551.20652,1442.78886,358.61226,783.94308,617.14668,450.35028,859.00146,1459.4685,1134.21552,1809.74094,1818.08076,341.93262,141.77694,266.87424,100.07784,166.7964,1743.02238,842.32182,2443.56726,1200.93408,2235.07176,1009.11822,5245.74678,1009.11822,717.22452,250.1946,250.1946,533.74848,125.0973,1392.74994,1250.973,3894.69594,158.45658,725.56434,308.57334,1659.62418,508.72902,692.20506,158.45658,1000.7784,0,300.23352,125.0973,233.51496,508.72902,150.11676,258.53442,233.51496,458.6901,141.77694,316.91316,166.7964,0,6013.01022,2652.06276,2510.28582,1634.60472,7731.01314,1109.19606,158.45658,191.81586
"5pm",3185.81124,2551.98492,800.62272,1609.58526,1150.89516,1125.8757,3394.30674,1125.8757,767.26344,792.2829,258.53442,450.35028,416.991,283.55388,508.72902,900.70056,708.8847,1092.51642,934.05984,208.4955,125.0973,266.87424,0,0,1242.63318,450.35028,1359.39066,567.10776,1009.11822,550.42812,2985.65556,500.3892,500.3892,133.43712,116.75748,383.63172,0,717.22452,650.50596,2051.59572,0,425.33082,175.13622,850.66164,250.1946,416.991,0,567.10776,0,116.75748,0,108.41766,241.85478,100.07784,216.83532,183.47604,300.23352,0,200.15568,0,0,4403.42496,1342.71102,1367.73048,900.70056,5028.91146,592.12722,116.75748,116.75748
"6pm",2560.32474,1959.8577,650.50596,1584.5658,900.70056,1159.23498,2643.72294,1025.79786,542.0883,758.92362,300.23352,383.63172,458.6901,325.25298,475.36974,959.0793,667.1856,1267.65264,967.41912,216.83532,108.41766,266.87424,0,116.75748,1259.31282,508.72902,1092.51642,542.0883,884.02092,533.74848,2802.17952,608.80686,642.16614,175.13622,125.0973,458.6901,0,608.80686,467.02992,1993.21698,0,416.991,166.7964,783.94308,283.55388,492.04938,0,600.46704,108.41766,150.11676,0,0,341.93262,100.07784,216.83532,141.77694,258.53442,116.75748,166.7964,0,0,3953.07468,1125.8757,892.36074,859.00146,3502.7244,675.52542,0,0
"7pm",2627.0433,1793.0613,675.52542,1634.60472,942.39966,1084.1766,2610.36366,959.0793,633.82632,783.94308,275.21406,416.991,558.76794,391.97154,475.36974,1034.13768,567.10776,1167.5748,1117.53588,208.4955,108.41766,258.53442,0,125.0973,1326.03138,533.74848,1025.79786,508.72902,892.36074,525.40866,2518.62564,583.7874,708.8847,250.1946,125.0973,383.63172,0,600.46704,416.991,2009.89662,0,383.63172,183.47604,833.982,316.91316,650.50596,0,600.46704,175.13622,175.13622,0,0,308.57334,125.0973,208.4955,208.4955,291.8937,141.77694,116.75748,0,0,3636.16152,1025.79786,808.96254,875.6811,3469.36512,792.2829,0,0
"8pm",2268.43104,1567.88616,583.7874,1142.55534,817.30236,867.34128,1934.83824,733.90416,533.74848,450.35028,241.85478,341.93262,442.01046,266.87424,425.33082,742.24398,458.6901,850.66164,767.26344,141.77694,0,216.83532,0,133.43712,1142.55534,400.31136,833.982,416.991,642.16614,358.61226,1551.20652,391.97154,625.4865,208.4955,0,333.5928,0,508.72902,400.31136,1401.08976,0,241.85478,116.75748,600.46704,225.17514,467.02992,0,341.93262,0,125.0973,0,0,158.45658,116.75748,158.45658,150.11676,266.87424,0,116.75748,0,0,3194.15106,850.66164,575.44758,733.90416,3102.41304,642.16614,0,0
"9pm",1626.2649,917.3802,375.2919,700.54488,425.33082,550.42812,900.70056,450.35028,358.61226,266.87424,108.41766,225.17514,233.51496,175.13622,233.51496,350.27244,225.17514,533.74848,458.6901,0,0,133.43712,0,0,750.5838,275.21406,408.65118,333.5928,542.0883,216.83532,758.92362,283.55388,316.91316,166.7964,0,175.13622,0,350.27244,275.21406,808.96254,0,150.11676,0,358.61226,166.7964,275.21406,0,216.83532,0,0,0,0,0,0,100.07784,100.07784,141.77694,0,0,0,0,2760.48042,592.12722,358.61226,467.02992,1893.13914,416.991,0,0
"10pm",950.73948,608.80686,200.15568,316.91316,216.83532,333.5928,475.36974,258.53442,283.55388,166.7964,0,0,158.45658,0,0,150.11676,116.75748,325.25298,325.25298,0,0,0,0,0,450.35028,200.15568,200.15568,233.51496,341.93262,141.77694,433.67064,183.47604,158.45658,0,0,0,0,250.1946,191.81586,550.42812,0,116.75748,0,191.81586,108.41766,216.83532,0,133.43712,0,0,0,0,0,0,0,0,116.75748,0,0,0,0,2268.43104,350.27244,208.4955,250.1946,842.32182,150.11676,0,0
"11pm",525.40866,341.93262,166.7964,250.1946,150.11676,283.55388,350.27244,183.47604,150.11676,141.77694,0,0,0,0,0,133.43712,0,216.83532,250.1946,0,0,0,0,0,275.21406,141.77694,150.11676,166.7964,208.4955,125.0973,266.87424,133.43712,125.0973,0,0,0,0,183.47604,150.11676,333.5928,0,100.07784,0,125.0973,0,0,0,116.75748,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.23644,216.83532,183.47604,166.7964,500.3892,108.41766,0,0
"12pm",391.97154,250.1946,133.43712,191.81586,141.77694,216.83532,250.1946,133.43712,141.77694,108.41766,0,0,0,0,0,125.0973,0,125.0973,233.51496,0,0,0,0,0,241.85478,0,133.43712,133.43712,183.47604,133.43712,250.1946,100.07784,0,0,0,0,0,158.45658,125.0973,258.53442,0,100.07784,0,108.41766,0,0,0,100.07784,0,0,0,0,0,0,0,0,0,0,0,0,0,1984.87716,191.81586,158.45658,133.43712,442.01046,0,0,0
"1am",358.61226,250.1946,116.75748,183.47604,141.77694,208.4955,250.1946,116.75748,133.43712,108.41766,0,0,0,0,0,125.0973,0,108.41766,241.85478,0,0,0,0,0,216.83532,0,125.0973,125.0973,175.13622,133.43712,216.83532,100.07784,0,0,0,0,0,150.11676,116.75748,241.85478,0,100.07784,0,100.07784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959.8577,175.13622,141.77694,133.43712,375.2919,0,0,0
"2am",308.57334,183.47604,100.07784,175.13622,141.77694,191.81586,225.17514,116.75748,133.43712,108.41766,0,0,0,0,0,116.75748,0,108.41766,241.85478,0,0,0,0,0,183.47604,0,116.75748,125.0973,175.13622,133.43712,191.81586,0,0,0,0,0,0,133.43712,116.75748,225.17514,0,100.07784,0,100.07784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951.51788,166.7964,133.43712,125.0973,325.25298,0,0,0
"3am",233.51496,141.77694,0,175.13622,133.43712,191.81586,208.4955,108.41766,133.43712,108.41766,0,0,0,0,0,108.41766,0,108.41766,233.51496,0,0,0,0,0,191.81586,0,108.41766,125.0973,158.45658,108.41766,191.81586,0,0,0,0,0,0,125.0973,116.75748,216.83532,0,100.07784,0,108.41766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926.49842,150.11676,125.0973,125.0973,300.23352,0,0,0
