"6pm",2145.186,6006.247,1795.408,1721.503,1941.676,3159.76,2253.136,1569.576,692.122,922.872,0,0,1556.114,1194.335,1532.4,0,735.834,0,0,913.87,0,1005.373,864.7,2303.56,1195.559,0,1024.817,0,0,835.848,2381.912,733.696,1164.308,3156.374,749.685,1004.783,2536.297,1389.227,0,1045.207,0,0,0,0,0,2234.332,914.051,0,0,0,0,1504.914,873.52,0,1240.51,1460.669,0,1596.126,2743.046,0,0,0,1575.013,0,2292.969,0,3573.622,1009.1,1309.186,0,0,0,552.105,0,0,1168.649,828.641,963.482,0,1409.354,0,1565.704,0,2081.334,889.811,1162.271,0,3771.296,1100.528
"7pm",2184.123,3813.912,0,1088.27,1657.073,2034.739,1394.943,977.495,0,782.71,0,0,860.482,809.587,848.325,0,0,0,0,0,0,0,0,1420.347,986.03,0,0,0,0,0,1253.204,0,0,1714.56,709.642,799.5,1515.406,924.373,0,0,0,0,0,0,0,0,0,0,0,0,0,1154.457,570.821,0,902.293,956.877,0,1176.35,1840.624,0,0,0,960.446,0,1440.187,0,1703.906,0,0,0,0,0,0,0,0,911.281,0,958.16,0,0,0,0,0,1595.399,709.908,0,0,2561.426,0
"8pm",2217.586,2587.261,0,842.263,1114.653,1819.55,1004.398,612.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.703,0,0,0,0,0,785.778,0,0,1348.334,594.769,0,1104.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.183,1214.638,0,0,0,1247.378,0,1531.234,0,1138.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.122,0,0,0,2052.142,0
"9pm",2076.78,1989.342,0,0,949.025,1031.069,754.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708.62,0,0,0,0,0,0,0,0,1080.692,0,0,900.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.135,0,0,0,0,965.704,0,1063.345,0,995.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741.157,0
"10pm",1326.381,1477.858,0,0,839.139,0,719.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971.518,0,937.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367.412,0
"11pm",647.762,665.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12pm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
