"11am",7921.11548,25689.78366,4266.729914,9509.37724,19027.60397,8584.58199,855.66014,24764.023344,6495.00733,7947.00612,8327.08373,4431.60648,10070.04764,1564.88146,2436.28065,17867.41334,4889.51415,3189.60446,2059.46517,1801.78918,3721.68952,8802.08573,5328.47949,4043.16456,1485.52703,3828.32631,3083.32439,0,1562.0627,1736.65536,1012.04551,1980.75146,1084.84858,9298.01276,1885.02645,5699.59175,2937.83652,1257.24624,2993.69476,2876.85083,7376.08005,577.857282,1956.63369,784.80007,2097.69703,3238.94505,2291.74309,2735.06957,2340.12307,4689.72452,11836.296222,0,1614.36247,2739.84529,1437.00437,762.94894,0,8066.52534,0,1987.20699,0,4492.25818
"12am",7810.05454,24487.79882,4078.552654,7653.24912,16024.92327,7771.03466,959.557374,22095.20283,5311.30764,7253.22571,7933.23827,2966.7949,9696.92247,1641.27055,1516.9519,17398.22463,4566.4594,2805.45338,2023.90497,1803.51558,3409.13517,8314.31695,4824.30008,3654.93037,1226.52686,3227.99649,2937.10658,0,1088.5299,2051.77891,0,2002.20774,0,7734.26194,1422.42483,5145.46895,2553.07938,938.91755,3403.84261,2827.20778,5648.99479,0,2076.31747,0,2293.39092,3120.77737,2103.44477,2435.20572,1977.0764,4226.03348,9625.005842,0,1963.10357,2908.07513,0,827.96697,0,6442.04045,0,1690.03526,0,3885.93976
"1pm",8691.22695,24947.99648,4335.096474,8000.58202,18145.94759,8294.5361,0,23553.418924,5835.33793,7842.25125,7520.50241,3475.82046,9290.94015,1779.89068,1790.53561,18113.63469,4760.88835,3309.39979,2165.46859,1794.11155,2833.61153,8853.10052,5622.37112,3922.13269,1414.83381,3206.74231,2767.17733,0,867.84437,2044.40612,1045.76436,1875.28733,1132.87334,8784.28375,1452.63864,5372.32736,3021.47876,1287.68896,3199.71613,2150.37685,6492.31504,642.430362,1961.03435,818.56981,2061.95131,2750.24225,1840.76865,2217.70928,2122.94954,5861.53152,11972.579402,0,2059.99721,2905.51109,0,912.26113,0,6825.43811,867.39972,1675.96667,0,3634.04234
"2pm",9568.07925,26050.10086,4614.874654,9125.26887,17576.72121,8373.64339,1060.27622,23562.910074,6003.73017,7785.74818,8470.66673,4102.87501,10660.30141,2086.775,2143.1973,18604.82288,5556.4165,3426.42208,2141.44672,2030.47775,2474.39526,9052.07789,5388.81212,3509.45426,1561.96743,3509.25417,2614.43206,769.0708,1064.18338,2312.29641,1036.29851,1571.84355,1319.39796,10164.41345,1744.16351,4811.41997,3102.08685,1483.56432,3773.33879,2921.16005,7337.96545,0,2194.40317,912.14736,2670.08195,2630.71507,2024.4371,2164.57642,2980.70239,5620.59871,13286.769962,1242.01389,1783.09232,2893.97942,0,904.0683,1368.42269,6520.30141,889.58042,1804.67164,0,4189.00251
"3pm",9173.42222,24943.51434,5023.276284,8600.21122,17559.58128,8607.5789,876.70581,22561.095464,5857.62954,7526.32485,8811.4633,4354.03088,10173.95702,1912.86537,2223.47005,18565.22048,4751.83102,2960.86972,2561.49421,1490.32734,2484.59703,8797.07625,5016.94227,3606.61045,1777.04147,3450.0389,2835.42141,833.41636,1102.49604,2479.60961,1009.20045,1483.32605,1146.27937,9084.52853,1755.44415,4552.96279,3101.27441,1181.22305,3978.08987,2500.823,6561.12655,667.014372,1975.86618,930.67128,2626.33254,2964.474,2158.63041,2176.10339,3521.99361,4763.46277,11261.916922,1305.39402,1820.88014,2559.53874,0,816.7153,1246.14796,6162.76902,997.97272,1819.9737,0,3342.19988
"4pm",6731.59512,22592.3921,4754.323674,8249.58565,13576.2272,7319.53427,925.95489,16267.553344,4857.54107,6636.00076,7806.46967,3180.89802,8428.31519,2120.58052,2060.89819,16084.62603,4359.13475,2620.44286,2447.95731,804.4878,1893.0827,7165.89892,4895.07887,3414.64822,2119.99123,3778.27909,2669.81707,1085.54908,1049.89659,1850.55839,1020.22376,1135.04733,782.4943,7219.45243,1417.55434,4519.47176,2642.34852,1092.53631,3404.65565,2130.40802,5635.41701,0,1854.30081,1034.80162,1803.18814,1710.24479,1749.0786,1999.92332,2567.85842,3959.15926,8675.421992,0,1967.10132,2766.27949,0,1042.8647,1252.70169,5075.50555,867.57764,1534.49753,2357.8608,2560.98595
"5pm",4745.47506,14733.70325,3113.08216,6004.21994,10034.10114,3474.80033,0,9133.70328,2565.42356,3461.683,4942.69818,2639.43545,7706.44971,1175.27055,0,9023.15531,3071.34912,1797.09489,1425.38897,888.87278,1090.58576,4264.01826,2866.01312,1890.85763,1052.49562,3157.86656,2406.42474,1130.10004,0,0,0,0,0,3841.98215,0,2250.54108,1685.53761,0,2051.24538,1205.49926,3669.6509,0,1563.12196,958.54539,1869.79108,0,0,1328.93462,1529.40969,3580.04703,5856.307442,0,0,1413.58035,0,638.08545,0,3009.81093,814.6122,821.75937,0,1842.47291
"6pm",2368.70893,9829.46757,1374.7079,3375.70646,5692.67753,1339.20623,0,4656.11135,1964.93005,1915.80615,3552.82701,1195.99181,4418.87839,814.20958,0,5172.2746,1820.92431,0,961.01924,0,0,2530.53093,1606.07492,0,0,1733.95323,1334.40536,0,0,0,0,0,0,1895.52654,0,1244.41961,853.78511,0,1515.26709,0,1806.92642,0,0,0,2207.72475,0,0,0,0,1709.13735,3579.13216,0,0,0,0,0,0,2123.08044,0,848.73908,0,0
"7pm",1353.78348,8885.55086,1432.55543,2826.48105,4205.47967,0,0,3214.53195,1907.1523,996.61295,1175.8423,1329.81092,2755.64074,0,0,2103.30519,0,0,0,0,1171.58083,1567.89442,1205.88746,0,0,1000.38759,0,0,0,1258.19805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315.187,1986.5123,0,0,0,0,0,0,1855.92572,0,0,0,0
"8pm",870.5263,7814.92458,1130.4602,2002.50312,2405.02109,1180.22557,0,2288.86111,1811.52445,0,1135.06742,0,1342.74741,0,900.86703,2006.80181,0,0,0,0,1291.99298,0,1119.03427,0,0,914.22731,0,0,0,1224.88714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042.88557,0,0,0,0,0,0,1345.92456,0,0,0,0
"9pm",0,7372.20608,1393.28072,1419.66772,1925.93806,0,0,2215.24536,0,0,0,0,0,0,0,1130.88048,0,0,0,0,1143.73282,0,0,0,0,0,0,0,0,1321.36441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814.5352,0,0,0,0,0,0,1053.55905,0,0,0,0
"10pm",0,5752.66432,0,1148.88436,942.42056,0,0,1780.33681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.2082,0,0,0,0,0,0,0,0,0,0,0
"11pm",0,3246.47493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12pm",0,2292.82617,0,0,898.23088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1am",0,2006.51919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2am",0,1415.9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
