"district","hour","rev1","rev2","rev3","rev4"
"7809","4am",9513.013,18650.869,18920.579,10456.83
"7810","4am",2153.699,7683.725,6850.89,4900.392
"7811","4am",6963.637,17982.319,25028.516,26153.98
"7812","4am",11405.992,33474.933,31838.73,44432.742
"7813","4am",3827.015,9841.911,11133.822,12315.716
"7814","4am",2108.22,6175.229,7624.457,5499.643
"7815","4am",4339.366,12942.38,11121.302,6218.801
"7816","4am",14658.664,34684.061,30654.477,19067.337
"9101","4am",21911.551,17955.805,10448.767,6383.116
"9102","4am",5964.181,17113.125,10918.953,8659.524
"9103","4am",15087.629,20865.777,15931.281,6406.873
"9104","4am",7491.908,14323.629,13240.815,8242.042
"9105","4am",8038.103,29511.768,18938.737,14129.476
"9106","4am",19642.403,22804.1,23721.593,11987.257
"9107","4am",17173.889,26822.571,28028.323,9615.853
"9108","4am",9510.14,19549.933,13637.874,8976.819
"9109","4am",13889.99,23514.515,16286.06,10830.433
"9110","4am",22027.076,20591.697,10606.575,5699.609
"9111","4am",7565.111,20823.173,19834.466,9364.871
"9112","4am",5334.719,13848.63,16555.701,6765.959
"9113","4am",11303.021,24595.459,19626.343,15259.255
"9114","4am",3401.607,8028.701,14472.868,11829.051
"9201","4am",28912.605,40600.019,27678.963,11348.148
"9202","4am",20761.146,22070.72,23105.069,13252.62
"9203","4am",24223.081,30563.376,35316.88,36451.305
"9204","4am",18326.094,31446.881,19948.499,11519.765
"9205","4am",18499.3,16359.813,28738.561,29394.325
"9206","4am",14962.8,19266.058,26684.573,30601.632
"9207","4am",5910.971,15514.039,24084.553,34552.439
"9208","4am",8679.163,20400.509,24680.025,30374.898
"9209","4am",15490.517,40627.558,34527.399,26472.197
"9210","4am",13050.575,28448.783,34394.839,36800.623
"9211","4am",17470.793,27884.181,11763.38,9466.854
"9212","4am",11828.317,23104.019,17834.921,15563.338
"9302","4am",9392.891,16669.597,12432.458,2784.465
"9303","4am",41978.6,36571.442,18548.104,3684.312
"9304","4am",38880.999,42739.532,21870.287,3486.103
"9305","4am",33045.533,21201.783,14119.316,8434.323
"9306","4am",15708.115,38583.777,24248.241,11138.611
"9307","4am",27138.433,26102.204,15545.507,7977.437
"9308","4am",19270.648,24398.767,12615.396,2236.707
"9309","4am",37387.621,27416.721,16544.211,7645.68
"9310","4am",37279.053,43915.93,16918.586,4127.76
"9311","4am",52073.187,40284.6,10748.287,4601.117
"9312","4am",68674.24,56221.888,20311.704,5926.323
"9402","4am",30970.464,44957.14,17235.406,4774.717
"9403","4am",27695.473,40748.806,32804.306,6215.583
"9404","4am",17924.795,23038.947,15280.702,5298.428
"9405","4am",9131.074,25982.199,16435.256,4995.307
"9406","4am",22468.382,32596.933,13577.069,5190.893
"9407","4am",24802.888,32040.732,32317.155,17244.768
"9408","4am",4465.022,27782.771,25225.409,12809.863
"9409","4am",18494.214,45300.713,38764.887,25269.287
"9410","4am",5857.691,16089.847,9926.764,5519.626
"9411","4am",20046.574,17605.426,5370.856,4346.833
"9412","4am",7154.692,10510.858,4881.567,4976.965
"9413","4am",20847.093,21657.06,9771.442,2424.605
"9414","4am",2955.408,10068.139,9914.692,5595.106
"9501","4am",17954.292,28792.672,18667.03,4597.105
"9502","4am",17368.882,23499.646,13289.35,4883.092
"9503","4am",8945.738,18807.816,10516.917,8319.25
"9504","4am",8146.544,15979.307,18037.535,6302.468
"9505","4am",11025.508,25808.215,14942.364,4505.372
"9506","4am",16058.867,19603.205,10566.382,3054.456
"9507","4am",26246.905,38523.025,2887.585,1350.788
"9508","4am",27159.796,40482.482,19409.594,5335.256
"9509","4am",10173.171,19538.199,15222.099,14199.621
"9510","4am",13875.173,20709.413,21434.721,11005.497
"9511","4am",7659.886,27475.721,28951.816,11308.121
"9512","4am",12265.063,24741.647,18233.735,10952.25
"9513","4am",5705.326,21757.508,13539.222,7296.435
"7501","5am",10631.521,18466.963,22881.778,26411.949
"7502","5am",21509.075,24609.772,24696.07,55023.722
"7503","5am",14554.073,13152.262,21888.003,21885.099
"7504","5am",14756.481,23599.515,24173.974,16119.549
"7505","5am",18418.873,35808.973,36913.809,26313.896
"7506","5am",16636.878,33515.485,35395.932,23036.992
"7507","5am",32210.196,42191.376,32651.349,29298.103
"7508","5am",13340.538,25643.083,31803.494,29818.355
"7509","5am",22365.558,58648.908,39140.539,52579.447
"7510","5am",18940.048,20055.376,19909.062,50939.249
"7511","5am",23306.016,29039.052,21667.89,47077.982
"7512","5am",43653.401,44766.542,33272.373,30715.208
"7513","5am",40740.41,38376.999,36002.963,20094.492
"7514","5am",36570.416,43766.202,34417.864,27770.612
"7701","5am",13288.506,44874.1,27151.846,5879.608
"7702","5am",15448.87,50995.572,24006.517,19293.979
"7703","5am",12587.894,28830.095,23429.294,8505.619
"7704","5am",22244.147,26141.217,12421.558,2928.534
"7705","5am",7933.316,18845.057,12496.016,3456.587
"7706","5am",8591.573,22778.897,9941.722,2235.341
"7707","5am",8631.812,27837.866,9105.632,2401.512
"7708","5am",13277.941,22840.038,23142.467,7380.19
"7709","5am",5650.918,20713.775,15332.605,3538.796
"7710","5am",6095.43,32976.364,12662.113,7647.853
"7711","5am",15719.997,29731.624,9401.039,7221.545
"7712","5am",17485.837,19705.958,11810.949,4574.69
"7713","5am",8351.239,7656.18,5219.516,1695.165
"7714","5am",13308.986,19164.783,18823.733,5799.029
"7715","5am",9159.744,14986.274,5103.98,1626.279
"7716","5am",13292.948,28251.684,16240.763,4530.478
"7801","5am",6965.824,23889.648,16824.683,25129.488
"7802","5am",7202.57,10527.587,19871.365,24849.095
"7803","5am",10263.155,18463.262,27589.63,32305.081
"7804","5am",7446.506,14523.27,14231.406,10836.442
"7805","5am",12406.102,27822.586,21538.314,16894.318
"7806","5am",15034.169,30049.091,21406.665,10476.986
"7807","5am",22396.196,10959.121,11116.55,1978.949
"7808","5am",12747.102,17512.23,14847.043,5120.593
"7809","5am",8995.476,18161.588,18190.469,10456.83
"7810","5am",2153.699,7683.725,6780.437,4900.392
"7811","5am",6963.637,18254.338,25028.516,25822.275
"7812","5am",11405.992,33778.798,31248.655,44432.742
"7813","5am",3492.255,9616.048,11863.932,12315.716
"7814","5am",1964.613,5997.344,7624.457,5326.973
"7815","5am",4339.366,13087.533,10722.827,5888.662
"7816","5am",14239.51,34184.831,28548.55,19067.337
"9101","5am",21982,18519.913,10448.767,6383.116
"9102","5am",5964.181,16690.402,10642.727,8485.752
"9103","5am",15087.629,20505.217,15549.805,6406.873
"9104","5am",7723.294,13844.035,13058.898,8242.042
"9105","5am",8038.103,29515.122,18667.597,13491.988
"9106","5am",19477.292,21901.542,23084.874,11987.257
"9107","5am",16520.015,25184.936,28028.323,9615.853
"9108","5am",9218.447,19062.495,13291.105,8976.819
"9109","5am",13703.287,22652.689,16286.06,10605.919
"9110","5am",20856.105,19674.42,10885.544,5699.609
"9111","5am",7647.234,21197.927,20623.823,9364.871
"9112","5am",5334.719,14251.339,15767.074,6765.959
"9113","5am",10864.167,24333.4,19626.343,15259.255
"9114","5am",3401.607,8028.701,14472.868,11829.051
"9201","5am",29417.303,40407.077,27945.845,11348.148
"9202","5am",21560.274,21272.578,22329.605,13252.62
"9203","5am",22462.606,31284.459,35316.88,36451.305
"9204","5am",18712.471,30586.268,19948.499,11519.765
"9205","5am",17444.403,16693.857,28503.359,30078.164
"9206","5am",14962.8,19767,26985.966,30601.632
"9207","5am",5910.971,15222.795,24084.553,34552.439
"9208","5am",9069.293,20400.509,24520.088,30228.249
"9209","5am",15288.89,40627.558,34734.865,26472.197
"9210","5am",13050.575,28727.967,34394.839,36254.836
"9211","5am",17470.793,27336.915,11970.395,9466.854
"9212","5am",11683.861,22857.072,17834.921,15563.338
"9302","5am",8674.602,16262.068,11941.1,2342.641
"9303","5am",41650.641,36518.79,18548.104,3684.312
"9304","5am",38880.999,41533.694,22446.192,2802.264
"9305","5am",31420.653,20171.917,14158.528,8258.504
"9306","5am",15537.651,39001.759,22930.129,11138.611
"9307","5am",25649.028,25726.509,15068.907,7977.437
"9308","5am",19768.877,23023.604,12242.825,2236.707
"9309","5am",37693.19,27595.225,15775.675,7349.36
"9310","5am",35749.532,42045.498,16918.586,4127.76
"9311","5am",50768.222,38335.978,10306.896,3727.535
"9312","5am",65041.542,56208.916,20242.851,5926.323
"9402","5am",29381.997,43448.603,17002.486,4774.717
"9403","5am",27568.079,40333.817,32804.306,6215.583
"9404","5am",18214.719,23446.893,15280.702,5023.079
"9405","5am",10057.497,26668.616,16014.318,4995.307
"9406","5am",21298.185,31502.036,13340.592,4964.884
"9407","5am",25032.65,31873.191,31730.591,17517.855
"9408","5am",4465.022,27247.164,24365.863,12809.863
"9409","5am",18636.825,44778.121,39053.164,25269.287
"9410","5am",5752.544,15953.25,9719.018,5519.626
"9411","5am",19381.171,17097.266,5764.444,4346.833
"9412","5am",6634.201,10955.307,4881.567,4976.965
"9413","5am",20111.635,21657.06,9771.442,2424.605
"9414","5am",3244.868,9564.722,9914.692,5595.106
"9501","5am",17532.837,26618.071,18667.03,4597.105
"9502","5am",17175.952,23538.081,13179.703,4883.092
"9503","5am",8382.984,17963.753,10339.123,7974.31
"9504","5am",8146.544,15208.819,17379.45,6302.468
"9505","5am",11030.357,26729.43,15352.794,4702.932
"9506","5am",15677.251,19128.875,10566.382,3054.456
"9507","5am",26246.905,38032.652,2887.585,1350.788
"9508","5am",25099.222,39165.285,19409.594,5335.256
"9509","5am",9996.92,19095.415,14825.165,13863.014
"9510","5am",14052.727,20454.854,21434.721,11366.064
"9511","5am",7659.886,27138.919,29134.359,11308.121
"9512","5am",11990.237,23929.844,17698.891,10679.163
"9513","5am",6109.697,21401.901,13539.222,7296.435
"7501","6am",11125.338,20619.93,23013.739,25694.886
"7502","6am",22728.021,26900.874,23836.09,56238.75
"7503","6am",18161.49,17849.562,21689.57,22417.322
"7504","6am",15799.749,24194.648,25634.22,16351.219
"7505","6am",18418.873,34888.472,36378.55,25162.014
"7506","6am",18739.668,37383.597,38089.868,22264.328
"7507","6am",32393.339,43268.367,33662.377,30457.338
"7508","6am",13763.97,26314.605,32784.016,29694.529
"7509","6am",22940.907,56367.847,38693.778,53304.913
"7510","6am",19407.61,21119.972,20646.299,48917.22
"7511","6am",22688.705,28663.294,21334.614,47077.982
"7512","6am",43870.348,44325.105,32876.839,29911.936
"7513","6am",41171.07,31643.297,33955.521,19879.565
"7514","6am",37377.212,40378.391,38287.432,27770.612
"7701","6am",15818.4,42963.736,25783.204,4269.661
"7702","6am",16330.854,50736.069,22455.837,18792.613
"7703","6am",11789.022,26135.92,21133.101,8481.019
"7704","6am",21320.284,23449.47,11545.383,2928.534
"7705","6am",7933.316,17453.482,11045.681,3221.774
"7706","6am",8143.572,21025.686,9119.197,1944.493
"7707","6am",7520.247,26429.128,8282.564,1986.802
"7708","6am",11386.667,20610.818,21666.089,6418.569
"7709","6am",5650.918,19805.886,12374.967,3202.324
"7710","6am",6088.6,30263.515,12012.855,7647.853
"7711","6am",15371.708,30644.906,9013.549,5977.853
"7712","6am",16466.38,18251.729,11308.2,4574.69
"7713","6am",7908.439,6887.189,4766.685,1695.165
"7714","6am",13326.363,18647.174,17521.839,5622.763
"7715","6am",9052.925,13102.446,4520.354,1626.279
"7716","6am",12742.116,25968.77,15256.905,4123.283
"7801","6am",6444.275,23783.943,15148.334,24511.808
"7802","6am",7202.57,10591.561,17689.843,23059.837
"7803","6am",9659.578,17781.359,26316.263,29684.572
"7804","6am",6717.972,14068.532,13251.58,9892.603
"7805","6am",13423.957,25848.803,20663.842,16466.631
"7806","6am",14143.548,29385.941,19793.944,9970.448
"7807","6am",19575.453,9995.703,10552.429,1978.949
"7808","6am",11758.956,16428.235,12747.394,4640.643
"7809","6am",8344.408,16726.481,17499.642,8459.053
"7810","6am",2153.699,6925.837,6301.32,4262.283
"7811","6am",7930.443,17024.193,23736.232,25551.976
"7812","6am",9481.435,32719.599,31035.104,43928.81
"7813","6am",3760.679,9248.177,11257.576,11680.247
"7814","6am",1964.613,5854.089,7322.632,4862.702
"7815","6am",4076.301,12713.526,9213.878,5622.083
"7816","6am",14546.711,31961.193,28164.419,19039.276
"9101","6am",21477.729,19112.815,9777.812,6066.955
"9102","6am",5448.013,15871.07,11270.557,8159.061
"9103","6am",14335.993,18396.714,13939.81,6199.251
"9104","6am",7723.294,13838.063,11806.464,7774.779
"9105","6am",8277.04,28622.466,19172.815,12386.385
"9106","6am",18629.384,18446.458,20946.564,11422.049
"9107","6am",15744.592,21885.775,26599.879,9095.651
"9108","6am",9048.376,17434.856,12697.357,8275.257
"9109","6am",12825.848,21758.248,15785.777,10867.495
"9110","6am",20452.78,19031.881,9084.783,5503.802
"9111","6am",8394.421,21114.224,19027.265,9270.227
"9112","6am",5172.357,13502.399,13869.273,6552.393
"9113","6am",10245.392,23564.127,19392.222,15108.607
"9114","6am",3133.183,7842.784,13909.479,10696.041
"9201","6am",27552.656,39057.876,29466.373,11563.075
"9202","6am",21236.66,20356.703,22022.264,14740.885
"9203","6am",23543.852,32363.585,35121.886,34552.204
"9204","6am",20686.309,31964.503,21605.859,11299.216
"9205","6am",17243.97,18360.654,28535.092,30024.898
"9206","6am",14164.824,19203.539,27287.457,29827.013
"9207","6am",5910.971,15222.795,23706.979,33536.866
"9208","6am",10097.563,20482.297,24812.748,30228.249
"9209","6am",14136.255,39166.63,34179.568,25959.351
"9210","6am",12364.654,28519.918,33339.985,35588.128
"9211","6am",16870.963,26725.628,11953.466,9466.854
"9212","6am",11965.215,21053.431,18786.785,15084.108
"9302","6am",8314.347,15638.214,11672.198,2066.016
"9303","6am",41766.932,35225.71,18234.045,4011.548
"9304","6am",36308.53,39089.922,22083.222,2900.488
"9305","6am",29377.728,18247.645,13705.603,9262.608
"9306","6am",14958.148,39291.519,22060.001,9518.886
"9307","6am",24355.967,23593.934,13769.58,7386.779
"9308","6am",18725.456,20902.399,11484.016,2236.707
"9309","6am",35849.539,26985.365,14310.98,7074.514
"9310","6am",33530.193,40081.646,14210.049,3803.426
"9311","6am",48735.261,36244.555,10675.874,3727.535
"9312","6am",62492.269,55590.565,20509.472,6193.138
"9402","6am",28201.594,43219.419,17056.376,4774.717
"9403","6am",28393.882,39978.347,33309.105,6290.26
"9404","6am",18414.252,22114.29,15454.097,4603.765
"9405","6am",11276.04,24173.109,16030.182,5471.776
"9406","6am",21232.208,32624.199,11747.268,5220.265
"9407","6am",23750.638,30908.801,29812.727,17309.691
"9408","6am",4637.538,25608.869,23032.618,11518.434
"9409","6am",18494.214,42564.84,37543.576,24886.008
"9410","6am",5364.331,14455.294,9564.849,5519.626
"9411","6am",18255.755,16950.248,5184.81,3884.384
"9412","6am",6149.22,10311.291,4815,4731.661
"9413","6am",19071.812,19673.984,9519.928,2193.834
"9414","6am",3185.188,8519.113,8956.499,5264.965
"9501","6am",17617.49,24824.016,17355.192,4375.107
"9502","6am",17315.067,21618.56,12003.281,4883.092
"9503","6am",8468.517,16668.433,9223.582,7056.733
"9504","6am",8013.425,14810.145,16214.293,5886.718
"9505","6am",11581.947,25713.457,15317.722,4156.203
"9506","6am",15010.105,19463.811,10790.911,3054.456
"9507","6am",24381.419,34704.418,2768.869,1350.788
"9508","6am",23644.3,37470.266,19150.778,4959.499
"9509","6am",9555.819,17378.846,12776.565,12827.499
"9510","6am",13071.231,19085.153,19900.58,9421.991
"9511","6am",7023.716,25695.818,27592.413,11308.121
"9512","6am",11614.277,24244.771,15951.949,10038.004
"9513","6am",6109.697,19825.73,12787.01,7177.312
"7501","7am",11731.506,25541.267,27863.194,26711.211
"7502","7am",23797.501,27656.468,30345.909,54827.01
"7503","7am",22010.168,23471.936,27082.426,25150.247
"7504","7am",17058.867,27367.007,24223.317,14407.117
"7505","7am",17948.577,36033.156,34393.671,22374.227
"7506","7am",18688.487,38826.659,36880.988,20308.999
"7507","7am",32877.374,43508.183,31002.501,31015.886
"7508","7am",15102.297,26167.962,32522.647,27304.024
"7509","7am",23219.927,57601.12,41885.47,49634.728
"7510","7am",19016.183,25284.532,21309.376,44671.387
"7511","7am",21424.753,28689.75,25620.166,43336.859
"7512","7am",45628.232,39446.017,31542.302,27336.48
"7513","7am",39897.785,33731.496,33582.49,18428.645
"7514","7am",39053.025,36717.999,31427.797,25709.938
"7701","7am",17506.134,43002.396,22697.781,2691.362
"7702","7am",15653.333,44625.861,23586.797,17023.048
"7703","7am",12072.995,25505.998,18477.313,7466.087
"7704","7am",20909.516,23241.122,10260.649,2743.933
"7705","7am",7195.735,16018.676,8592.361,3171.561
"7706","7am",8067.271,19532.41,8142.085,1841.403
"7707","7am",7179.166,23552.21,7672.503,1986.802
"7708","7am",10227.432,19522.27,16842.628,4528.802
"7709","7am",7114.717,18255.418,9373.78,3202.324
"7710","7am",4747.993,28958.742,10548.242,6890.964
"7711","7am",15626.72,26243.926,10365.758,4995.178
"7712","7am",15182.692,16230.318,10859.193,4034.471
"7713","7am",8095.001,6453.296,3844.632,1695.165
"7714","7am",12068.073,15707.944,14901.363,4746.277
"7715","7am",8577.284,11998.926,4216.484,1286.338
"7716","7am",12346.742,21931.567,12665.574,2819.827
"7801","7am",6212.917,20566.987,12930.436,19063.456
"7802","7am",6221.997,8329.074,15190.51,20475.747
"7803","7am",10145.933,15572.983,26505.401,24267.492
"7804","7am",7019.627,11471.102,11830.614,9053.841
"7805","7am",13216.953,24008.017,17407.659,13846.157
"7806","7am",14025.924,28276.23,17697.042,7589.12
"7807","7am",18230.883,10172.497,9673.026,2045.307
"7808","7am",11918.275,14743.111,9216.877,4413.374
"7809","7am",8306.639,14770.608,16029.32,8150.301
"7810","7am",1976.167,6178.718,4915.041,3447.082
"7811","7am",7349.293,13746.786,20091.092,20832.749
"7812","7am",11000.816,36523.438,33825.405,44997.348
"7813","7am",4000.676,8032.331,10053.649,8439.588
"7814","7am",1794.34,5167.981,5762.788,3510.198
"7815","7am",3328.226,11533.853,6599.615,5075.092
"7816","7am",13376.441,30635.855,29614.359,17634.998
"9101","7am",19634.292,19072.981,9403.948,6509.22
"9102","7am",5339.972,13550.407,9551.223,7504.444
"9103","7am",13594.571,15220.146,11840.189,4776.074
"9104","7am",6593.377,12230.266,9844.343,5263.134
"9105","7am",8263.549,23910.276,15511.181,8578.724
"9106","7am",18377.902,17561.46,20997.221,10471.833
"9107","7am",12955.124,19509.837,22702.099,6159.967
"9108","7am",8823.849,15769.457,9799.852,6108.619
"9109","7am",11675.35,20604.623,14984.59,10666.822
"9110","7am",18892.932,15065.331,7905.656,4907.927
"9111","7am",9006.904,21220.45,16234.158,7619.879
"9112","7am",4554.072,13285.933,9545.019,6150.771
"9113","7am",9625.005,21512.528,21327.337,13430.444
"9114","7am",2879.23,6679.679,13968.839,8567.146
"9201","7am",25952.358,33332.782,26411.908,10218.423
"9202","7am",18841.454,19056.168,18997.236,14897.849
"9203","7am",23993.408,32213.631,33830.702,33702.771
"9204","7am",20662.767,34183.316,22222.754,11648.378
"9205","7am",17851.034,20615.534,26965.639,33233.213
"9206","7am",13803.646,21157.901,26257.604,24865.235
"9207","7am",5904.748,15930.554,19719.993,29694.515
"9208","7am",10381.157,20834.8,22440.677,26358.211
"9209","7am",13322.373,39592.585,30096.11,24778.962
"9210","7am",12176.615,28818.598,31062.766,30960.826
"9211","7am",16137.762,29594.045,11070.076,8443.084
"9212","7am",11686.616,18709.848,16529.651,13969.745
"9302","7am",7839.661,13789.496,10916.992,1860.443
"9303","7am",40502.363,37143.397,19116.813,3300.213
"9304","7am",32076.048,36694.99,22749.156,4626.599
"9305","7am",27984.206,16425.629,8570.772,4618.97
"9306","7am",13543.674,37180.803,16632.209,7742.775
"9307","7am",22430.319,18868.749,11570.197,7323.449
"9308","7am",17768.544,20303.887,10631.058,2426.738
"9309","7am",33312.515,25890.302,14633.986,6504.905
"9310","7am",31250.484,38335.966,13390.829,3005.94
"9311","7am",47383.609,33810.696,9582.569,3234.357
"9312","7am",59804.503,59107.682,23656.39,8045.759
"9402","7am",27568.232,41572.591,15352.372,4785.152
"9403","7am",29522.326,37761.465,29332.553,6546.734
"9404","7am",17948.933,22744.351,12584.534,5056.085
"9405","7am",12017.045,22747.557,14059.226,5357.713
"9406","7am",20776.073,31793.185,11146.156,5043.123
"9407","7am",21422.229,26200.55,28554.591,14552.32
"9408","7am",4649.697,26601.081,20043.691,10595.266
"9409","7am",21530.368,42998.185,37319.574,17785.83
"9410","7am",4731.366,13227.593,7749.273,4966.3
"9411","7am",16124.456,16663.789,4302.994,3757.611
"9412","7am",5602.741,8467.131,3634.173,3773.935
"9413","7am",19062.828,16194.227,9468.551,356.416
"9414","7am",3020.135,8158.708,7230.506,3755.613
"9501","7am",16708.573,21103.584,15523.61,3773.398
"9502","7am",17383.018,19752.716,11658.625,3609.256
"9503","7am",7890.209,17140.259,7830.415,5091.545
"9504","7am",7682.413,11917.875,14123.085,4159.887
"9505","7am",11538.527,22735.686,14181.628,3100.754
"9506","7am",14788.879,16983.447,6313.976,3193.974
"9507","7am",22682.638,31267.587,2161.4,1737.635
"9508","7am",21871.177,35851.329,14415.799,6505.084
"9509","7am",9005.21,14332.902,8504.084,10490.756
"9510","7am",12350.204,16127.636,18155.348,6262.124
"9511","7am",7553.332,22736.917,22261.302,10350.087
"9512","7am",11935.696,19777.95,11026.202,9009.708
"9513","7am",4826.741,14323.834,10302.786,4526.5
"7501","8am",17592.263,37408.752,41128.085,36352.082
"7502","8am",29831.793,44774.672,39262.4,62441.369
"7503","8am",27941.471,40712.621,44103.889,47835.624
"7504","8am",18503.408,33965.762,25182.268,15612.325
"7505","8am",22313.903,34875.409,32364.076,19281.251
"7506","8am",20264.519,41093.961,37186.409,20538.031
"7507","8am",33076.027,48190.872,33718.096,32109.156
"7508","8am",14863.046,28539.892,26755.264,19634.155
"7509","8am",25763.618,58335.4,39811.718,46479.984
"7510","8am",21096.065,31331.207,24052.53,39227.83
"7511","8am",20877.229,31535.592,29162.816,30040.542
"7512","8am",41201.5,39124.483,26238.503,19526.719
"7513","8am",35035.659,33208.835,29314.223,18593.515
"7514","8am",38158.678,35548.389,26336.263,22327.904
"7701","8am",17691.303,45894.479,24000.325,7330.483
"7702","8am",16170.715,44752.959,31278.648,14383.019
"7703","8am",13431.561,24944.541,19616.131,7992.186
"7704","8am",19500.761,24744.195,11837.322,4087.322
"7705","8am",5699.088,13142.885,8073.357,1792.024
"7706","8am",7974.947,17285.133,8048.93,1908.841
"7707","8am",7308.808,24633.688,8520.281,2278.71
"7708","8am",9705.848,17871.745,13597.461,2893.451
"7709","8am",5767.684,20987.932,9241.045,2387.081
"7710","8am",5481.209,26109.141,8358.14,3947.484
"7711","8am",17658.055,20832.327,11002.738,3046.045
"7712","8am",15181.493,14779.726,10892.939,4396.897
"7713","8am",8372.313,6577.874,3630.102,1693.158
"7714","8am",12811.783,15458.76,13909.024,4089.488
"7715","8am",8626.582,11452.123,4457.177,1089.51
"7716","8am",12794.404,28113.878,12969.643,4604.867
"7801","8am",5239.206,15337.329,10735.556,12050.96
"7802","8am",6439.865,9092.909,13252.744,17180.459
"7803","8am",8571.413,16494.494,24533.483,18284.666
"7804","8am",6474.714,11873.468,9714.43,8014.421
"7805","8am",11320.547,27037.242,15434.557,12422.55
"7806","8am",14737.487,26466.255,17654.944,7044.103
"7807","8am",18547.316,10229.919,9925.144,1311.427
"7808","8am",12359.102,13585.147,6766.034,5867.732
"7809","8am",7801.563,14293.06,15542.544,7361.486
"7810","8am",1976.167,5768.115,3958.641,3618.032
"7811","8am",6558.942,11057.951,17559.928,18164.792
"7812","8am",13089.053,41181.103,36751.253,45177.349
"7813","8am",4120.263,7994.192,8843.035,7105.994
"7814","8am",1876.663,5423.741,4208.11,3172.406
"7815","8am",3794.373,10943.323,6670.804,4156.433
"7816","8am",13518.679,32067.022,29862.272,22912.663
"9101","8am",21352.216,23826.863,13482.218,8228.035
"9102","8am",5049.241,12342.892,9959.44,6706.499
"9103","8am",13318.05,16269.782,10950.724,5007.452
"9104","8am",6660.014,11305.464,7438.016,3825.741
"9105","8am",7546.651,25437.878,14722.236,8239.204
"9106","8am",18547.821,16354.672,18107.289,9383.837
"9107","8am",12995.74,17765.861,18009.911,4549.444
"9108","8am",8196.219,16299.999,9365.405,5467.58
"9109","8am",11575.694,20189.838,11367.276,9981.659
"9110","8am",17896.231,14576.278,8154.428,5807.438
"9111","8am",10430.207,23427.372,17381.551,10144.222
"9112","8am",5138.788,12929.424,8630.562,5911.239
"9113","8am",10746.199,21534.038,24370.293,12430.611
"9114","8am",3074.934,7579.607,14957.508,7973.522
"9201","8am",25980.564,29877.872,23304.109,7517.908
"9202","8am",17003.552,20661.746,13759.05,16087.781
"9203","8am",26306.417,37493.632,35989.746,31433.962
"9204","8am",22853.473,36364.664,30663.962,18619.183
"9205","8am",18602.379,27495.587,38016.456,43899.888
"9206","8am",13091.322,22740.831,27294.034,21512.009
"9207","8am",5564.854,17197.613,15805.685,24666.274
"9208","8am",11973.916,20591.781,19767.044,23772.008
"9209","8am",11560.625,37134.931,31542.58,25913.117
"9210","8am",14442.637,28028.925,28758.216,22821.471
"9211","8am",15982.904,26429.558,10168.208,8732.801
"9212","8am",10438.897,16469.355,14815.539,15654.227
"9302","8am",7382.204,10537.765,7436.883,2081.429
"9303","8am",40077.41,34497.129,19112.974,3904.078
"9304","8am",30210.121,37318.441,26099.31,8521.679
"9305","8am",27203.367,17954.094,6732.845,4652.294
"9306","8am",14937.503,35990.904,14099.538,4572.057
"9307","8am",21789.76,17494.217,10017.339,6973.527
"9308","8am",18363.082,19460.466,9135.155,2063.735
"9309","8am",32889.343,31748.874,16572.466,8942.988
"9310","8am",30142.601,32967.987,14688.783,3707.5
