"district","hour","dep1","dep2","dep3","dep4","dep5"
"9402","4am",367.6974,0,105558.0447,0,1216.4668
"9403","4am",0,0,113044.16466,0,485.9869
"9404","4am",0,380.4293,66196.62339,244.4506,842.4235
"9405","4am",1396.2729,472.6306,58735.69177,305.5571,3601.4245
"9406","4am",482.036,104.6194,75304.28344,706.755,0
"9407","4am",0,0,107203.60992,199.5586,332.5648
"9408","4am",0,817.4117,73306.68047,0,589.3179
"9409","4am",0,526.3634,142132.37005,0,0
"9410","4am",0,492.2585,45560.33788,0,0
"9411","4am",0,0,49157.49871,0,0
"9412","4am",643.6066,0,34243.3759,0,262.9838
"9413","4am",0,0,56903.82308,0,0
"9414","4am",0,370.1132,30536.13744,0,0
"9501","4am",460.5436,0,0,201.8484,74146.7312
"9502","4am",0,0,0,0,60922.3097
"9503","4am",0,0,378.29466,0,49774.8046
"9504","4am",0,0,0,0,51333.1196
"9505","4am",455.3593,139.166,0,0,58091.329
"9506","4am",225.0729,0,0,0,54054.163
"9507","4am",0,0,289.92386,0,70142.989
"9508","4am",0,0,0,0,93724.4585
"9509","4am",0,0,0,0,64601.3023
"9510","4am",0,487.2368,0,0,75438.448
"9511","4am",0,0,0,0,78880.9639
"9512","4am",0,0,0,626.0234,72849.0347
"9513","4am",413.921,0,204.32063,0,52034.9447
"7501","5am",82672.7627,795.3352,289.4766,380.5481,1476.07665
"7502","5am",131019.7719,0,976.37246,1729.9317,1018.92739
"7503","5am",79742.4908,410.3218,1166.8564,581.9123,1327.49695
"7504","5am",78410.9434,457.0173,0,935.2761,1277.6037
"7505","5am",122695.4628,0,0,531.9237,133.68596
"7506","5am",115318.1532,741.9877,0,146.6495,1338.18827
"7507","5am",140114.4734,1266.5701,1399.23361,963.6157,1983.47748
"7508","5am",107645.8829,487.6583,763.13827,0,2136.42238
"7509","5am",182520.4832,348.0096,99.40297,1498.6327,1864.84317
"7510","5am",130911.3331,0,678.14233,557.3681,1594.8808
"7511","5am",135276.2448,1311.314,0,365.5835,1200.41507
"7512","5am",154827.3648,1054.7541,0,243.4002,272.08017
"7513","5am",141921.5297,1197.3044,241.7889,0,1327.51329
"7514","5am",147907.3734,0,319.68269,362.0321,1109.12024
"7701","5am",0,535.2007,537.67171,0,97883.61126
"7702","5am",680.4207,44661.2822,36541.15418,0,32680.32947
"7703","5am",475.7266,1557.5288,273.55862,729.9336,78582.26093
"7704","5am",0,0,0,0,70503.22999
"7705","5am",0,148.9833,0,0,46327.31528
"7706","5am",0,0,0,0,45449.84064
"7707","5am",0,0,0,0,51279.75538
"7708","5am",0,737.2063,0,0,68478.13579
"7709","5am",0,0,187.19154,0,52290.36582
"7710","5am",0,283.1927,72.10796,0,67251.56732
"7711","5am",1122.1816,0,0,0,78117.01759
"7712","5am",460.5436,0,0,0,54793.88084
"7713","5am",0,0,0,337.354,28419.43668
"7714","5am",0,0,0,0,66000.14071
"7715","5am",0,0,0,0,33896.84113
"7716","5am",0,0,0,0,74697.39084
"7801","5am",0,560.809,0,0,76619.52206
"7802","5am",0,366.7268,0,0,64309.77477
"7803","5am",602.6179,416.3248,130.25685,153.663,91045.11229
"7804","5am",406.9637,912.6798,0,0,46993.37749
"7805","5am",0,0,0,0,81065.26496
"7806","5am",0,0,100.30637,0,83082.22586
"7807","5am",0,191.6878,0,617.4784,46209.03479
"7808","5am",0,0,0,296.4036,55024.67538
"7809","5am",1451.6365,0,0,0,60658.17678
"7810","5am",0,0,0,0,23648.21401
"7811","5am",829.003,0,0,0,76905.43219
"7812","5am",0,550.9563,0,303.8657,128262.95308
"7813","5am",0,0,0,0,38643.66022
"7814","5am",0,0,0,0,22424.1384
"7815","5am",0,0,1902.36243,137.8865,34289.4411
"7816","5am",0,0,0,0,102880.59062
"9101","5am",0,0,274.30068,0,59504.81314
"9102","5am",387.5187,0,283.35454,0,45796.20202
"9103","5am",0,0,0,243.2046,61691.75237
"9104","5am",0,0,0,0,50247.13124
"9105","5am",0,0,0,0,76361.62974
"9106","5am",0,0,0,0,81357.56893
"9107","5am",370.9189,0,0,0,83533.90983
"9108","5am",0,0,0,0,55692.48866
"9109","5am",861.347,0,291.60866,259.3856,63783.55648
"9110","5am",0,0,0,0,59145.32608
"9111","5am",947.1529,186.8289,96.23167,0,59775.91454
"9112","5am",0,0,563.6601,0,47452.0058
"9113","5am",0,0,0,0,76938.88784
"9114","5am",0,0,0,0,43003.60004
"9201","5am",0,3012.63,647.5445,108011.5149,908.32533
"9202","5am",0,0,0,79858.4413,1492.98678
"9203","5am",726.8428,760.1182,312.95116,137656.4587,313.88064
"9204","5am",0,0,682.78044,84500.5797,517.13354
"9205","5am",413.921,838.8481,398.57638,99386.4041,275.11005
"9206","5am",0,0,0,93345.5028,1067.2516
"9207","5am",0,287.3537,0,82754.2725,597.57108
"9208","5am",632.863,0,0,87750.3121,393.29361
"9209","5am",0,0,532.96479,127264.4998,1994.71746
"9210","5am",837.9572,0,0,116814.0109,386.71097
"9211","5am",1018.6342,0,207.01485,72856.0321,0
"9212","5am",0,0,0,74658.5956,483.68716
"9302","5am",0,43041.748,695.52925,0,745.44626
"9303","5am",392.6082,102196.7052,169.93918,0,0
"9304","5am",0,117754.1307,0,0,0
"9305","5am",0,80425.1398,0,0,39.21132
"9306","5am",0,93670.9034,329.366,0,1158.48622
"9307","5am",3630.1177,74310.2102,0,0,335.93097
"9308","5am",806.7955,56507.3284,0,734.1194,0
"9309","5am",1869.7426,84657.4016,82.85979,0,2723.13909
"9310","5am",677.0055,100679.1305,0,786.4015,419.59953
"9311","5am",0,114312.5335,0,168.419,1145.27569
"9312","5am",840.2296,154852.9613,0,235.2019,2955.6298
"9402","5am",837.0364,281.6459,101477.13684,0,1216.46675
"9403","5am",0,0,112397.07551,0,590.69273
"9404","5am",0,380.4293,65909.99703,244.4506,1250.36985
"9405","5am",1396.2729,472.6306,59290.10631,305.5571,4238.91246
"9406","5am",482.036,104.6194,72576.70309,706.755,0
"9407","5am",0,0,106413.65168,199.5586,871.26784
"9408","5am",0,817.4117,71911.52737,0,589.31791
"9409","5am",0,720.7759,141846.25546,0,0
"9410","5am",0,492.2585,45110.84812,0,0
"9411","5am",0,0,48460.11425,0,218.61101
"9412","5am",1340.8544,0,33008.18543,0,262.98382
"9413","5am",0,0,56168.36469,0,0
"9414","5am",0,370.1132,30151.78881,0,0
"9501","5am",460.5436,0,0,201.8484,70685.64151
"9502","5am",0,0,0,0,60658.16635
"9503","5am",0,0,378.29466,0,47845.25344
"9504","5am",0,0,0,0,49904.54703
"9505","5am",737.8414,409.7027,1001.49627,0,58234.95789
"9506","5am",225.0729,272.6458,0,0,52925.57201
"9507","5am",0,0,289.92386,0,69488.52647
"9508","5am",0,0,0,0,90346.68798
"9509","5am",0,0,0,0,63248.72642
"9510","5am",0,487.2368,0,0,75722.01035
"9511","5am",0,0,0,0,78726.70572
"9512","5am",0,0,0,626.0234,70954.47518
"9513","5am",413.921,0,204.32063,0,52083.70788
"7501","6am",83597.7695,1027.8218,931.64692,380.5481,1738.0953
"7502","6am",127668.0455,2926.4476,2028.78429,3112.047,2874.7753
"7503","6am",82677.992,2380.368,1369.80167,931.158,4508.2651
"7504","6am",76146.638,4023.9905,233.1435,935.2761,3403.29
"7505","6am",118618.3112,805.5787,0,531.9237,473.4582
"7506","6am",116385.4733,1116.477,2338.39139,2092.5274,4290.9881
"7507","6am",138418.4782,1844.1516,2697.2547,1821.286,4902.9679
"7508","6am",108570.8624,656.4314,763.13827,810.2433,2657.1067
"7509","6am",177986.1315,348.0096,466.44275,3484.6251,2619.1574
"7510","6am",128056.2626,732.8353,1371.34812,1194.8461,2633.7984
"7511","6am",132531.7288,1908.7479,0,535.2039,2448.9655
"7512","6am",151504.8385,1274.3024,440.70759,243.4002,1721.5149
"7513","6am",131656.7719,1197.3044,970.36975,0,2298.2787
"7514","6am",144072.4689,0,1425.89894,362.0321,4307.557
"7701","6am",0,2211.6543,871.18442,0,94623.0284
"7702","6am",1075.9546,43210.0117,36128.4935,0,33246.4533
"7703","6am",738.5571,2391.2612,0,729.9336,72172.0348
"7704","6am",0,0,0,0,65590.7717
"7705","6am",0,148.9833,0,0,43216.1101
"7706","6am",0,0,0,0,42061.2366
"7707","6am",0,0,0,0,47302.9098
"7708","6am",0,825.1493,0,0,61831.7015
"7709","6am",0,0,187.19154,0,48088.3659
"7710","6am",0,283.1927,256.49456,0,63452.8739
"7711","6am",1122.1816,0,0,0,75937.3986
"7712","6am",460.5436,0,50.40954,0,51867.2233
"7713","6am",0,0,0,337.354,26179.769
"7714","6am",0,0,0,0,63492.1285
"7715","6am",0,0,0,0,31198.6738
"7716","6am",0,111.5886,0,0,69250.474
"7801","6am",0,560.809,423.80486,0,73274.4346
"7802","6am",0,366.7268,0,0,60402.968
"7803","6am",602.6179,416.3248,0,153.663,85996.0121
"7804","6am",406.9637,912.6798,0,0,43886.4394
"7805","6am",0,0,0,0,78979.3706
"7806","6am",0,646.6281,100.30637,0,78137.3733
"7807","6am",0,191.6878,0,617.4784,41860.7525
"7808","6am",0,0,0,296.4036,50116.152
"7809","6am",1451.6365,0,0,0,55883.3976
"7810","6am",0,0,0,0,21401.5471
"7811","6am",829.003,0,0,0,74800.0971
"7812","6am",0,550.9563,150.18973,1061.7667,123180.5913
"7813","6am",0,0,74.70248,0,37039.036
"7814","6am",0,0,0,0,21449.9205
"7815","6am",0,0,1902.36243,137.8865,31626.7518
"7816","6am",0,0,0,462.9802,99983.2113
"9101","6am",0,0,0,0,58716.2894
"9102","6am",387.5187,0,283.35454,0,45197.9498
"9103","6am",0,0,148.84906,243.2046,56711.1921
"9104","6am",0,0,0,0,47789.303
"9105","6am",0,647.672,0,0,74196.6951
"9106","6am",0,0,0,0,73909.5556
"9107","6am",370.9189,0,197.3651,0,77072.5183
"9108","6am",0,0,0,0,52599.4688
"9109","6am",861.347,0,291.60866,259.3856,61772.9692
"9110","6am",0,0,0,0,55909.272
"9111","6am",947.1529,411.2594,96.23167,201.6261,58763.6438
"9112","6am",0,0,563.6601,0,44004.4689
"9113","6am",0,230.4909,127.86335,342.466,73569.9605
"9114","6am",0,0,0,0,40498.9199
"9201","6am",214.9271,3960.7246,647.5445,102982.9181,4348.6317
"9202","6am",732.8944,0,201.2553,76896.1696,3011.4473
"9203","6am",2686.593,2266.4217,560.28887,132351.7008,1971.5242
"9204","6am",1147.8871,653.6247,682.78044,85281.9646,2871.9152
"9205","6am",413.921,1179.3754,398.57638,98256.6205,2509.1963
"9206","6am",0,416.951,450.41372,89789.4115,1921.414
"9207","6am",0,287.3537,164.54932,80479.5958,597.5711
"9208","6am",886.8465,0,0,88162.0497,983.6412
"9209","6am",631.8557,0,532.96479,122039.5815,2170.4625
"9210","6am",1837.9625,0,468.60128,112494.2904,622.2935
"9211","6am",1018.6342,771.3101,897.87309,69912.1657,253.6511
"9212","6am",0,0,281.35413,71803.6395,2007.636
"9302","6am",0,39555.699,695.52925,545.7867,2671.6512
"9303","6am",392.6082,100631.6878,169.93918,0,401.4057
"9304","6am",950.7354,111034.3072,0,0,936.6408
"9305","6am",0,76228.8821,0,0,257.3898
"9306","6am",0,89428.6154,329.366,0,1158.4862
"9307","6am",3630.1177,68994.5902,0,0,335.931
"9308","6am",0,52952.0637,0,734.1194,438.6254
"9309","6am",2781.4898,78889.2566,82.85979,0,3386.4841
"9310","6am",677.0055,92584.4341,0,786.4015,1065.7488
"9311","6am",438.4798,105670.8316,160.25904,168.419,3293.2756
"9312","6am",1203.5089,148728.1479,352.04379,235.2019,5919.58
"9402","6am",1409.8103,469.2086,98501.09376,302.7648,1857.9649
"9403","6am",0,1018.4524,110387.50529,705.4757,1533.8195
"9404","6am",0,380.4293,62041.46213,518.0249,3680.126
"9405","6am",654.7906,1369.5897,57075.05641,305.5571,5341.7303
"9406","6am",2394.3237,597.7808,69653.60566,0,876.3797
"9407","6am",0,748.8706,100690.12081,199.5586,1797.2212
"9408","6am",401.8448,817.4117,67796.87686,0,589.3179
"9409","6am",0,578.164,137120.70332,0,936.4858
"9410","6am",0,780.6,41236.05331,0,687.8143
"9411","6am",0,467.1979,43599.75525,0,2297.2545
"9412","6am",1340.8544,0,30657.0389,0,988.8755
"9413","6am",0,0,51064.15548,0,1599.0248
"9414","6am",0,370.1132,27748.80302,0,0
"9501","6am",460.5436,0,0,201.8484,66957.9834
"9502","6am",0,0,0,0,57701.3391
"9503","6am",0,0,378.29466,0,44602.3492
"9504","6am",0,493.5623,0,0,47298.285
"9505","6am",737.8414,1542.4851,1001.49627,0,55327.8404
"9506","6am",225.0729,272.6458,0,0,52607.4308
"9507","6am",0,112.6744,289.92386,0,64063.416
"9508","6am",299.3843,0,238.74118,0,86024.0482
"9509","6am",0,0,0,0,56553.4287
"9510","6am",0,487.2368,0,0,69626.9597
"9511","6am",0,0,396.06582,132.2004,73548.3165
"9512","6am",0,0,0,626.0234,68505.3396
"9513","6am",413.921,775.4201,204.32063,0,48394.2856
"7501","7am",82778.2021,3116.6757,2115.90145,2577.6624,9510.6167
"7502","7am",120245.5361,4695.0631,4483.8135,7555.799,10640.3384
"7503","7am",83383.3794,5757.6635,4015.41623,3310.4819,13519.9934
"7504","7am",70873.5514,5143.3621,842.51036,2123.2734,7036.5801
"7505","7am",111057.2198,1080.3599,0,1910.1269,2423.7213
"7506","7am",103877.453,4155.6862,4635.61924,3587.7975,7556.1974
"7507","7am",127016.6889,2604.7409,7616.94789,3025.9706,8687.6051
"7508","7am",101510.9666,1317.5536,1657.65705,1563.3812,3941.7534
"7509","7am",166399.2207,2427.361,2552.2392,7465.2596,7939.5036
"7510","7am",118409.9142,1617.7075,1894.55544,3087.9139,6705.1192
"7511","7am",120130.4821,3204.7217,1634.38582,2677.4994,8779.2805
"7512","7am",139334.3477,3221.1502,855.86162,1485.5543,3858.1225
"7513","7am",122925.6877,2788.2264,1125.9307,1814.3181,7220.185
"7514","7am",131627.896,1361.9153,2185.2134,655.9231,2889.4084
"7701","7am",0,3068.0535,1260.10272,642.8209,88851.4037
"7702","7am",1371.3727,40692.0997,32015.87716,244.5218,32270.4656
"7703","7am",738.5571,4172.0312,396.06582,490.2115,65051.9641
"7704","7am",0,485.0133,359.13158,0,61689.3621
"7705","7am",0,148.9833,0,881.5296,38050.6629
"7706","7am",0,0,0,0,39297.7174
"7707","7am",0,0,247.78681,0,43109.5879
"7708","7am",0,1245.6207,0,0,52450.2181
"7709","7am",0,232.4866,1454.96651,0,43916.058
"7710","7am",0,283.1927,772.28831,0,57930.5487
"7711","7am",1122.1816,102.1197,1120.37371,0,65665.9759
"7712","7am",460.5436,0,50.40954,0,48376.8184
"7713","7am",0,0,0,337.354,24710.8928
"7714","7am",0,0,0,0,54150.3037
"7715","7am",0,0,0,0,28778.9626
"7716","7am",0,111.5886,1739.97873,0,57702.991
"7801","7am",0,0,423.80486,0,61023.9771
"7802","7am",0,366.7268,0,1805.3574,50823.4447
"7803","7am",602.6179,416.3248,0,434.2212,78173.3931
"7804","7am",406.9637,912.6798,0,0,38927.7123
"7805","7am",482.5615,0,0,307.1314,70572.6651
"7806","7am",456.1885,646.6281,100.30637,0,71639.5636
"7807","7am",0,191.6878,247.33771,617.4784,39632.594
"7808","7am",416.8717,0,0,296.4036,44561.3702
"7809","7am",672.8121,0,0,365.4114,51882.2247
"7810","7am",0,0,0,0,18001.4795
"7811","7am",829.003,0,233.85945,0,62035.1945
"7812","7am",1097.47,1696.1552,662.28515,5086.5341,125137.735
"7813","7am",0,0,74.70248,188.1355,31099.7615
"7814","7am",0,0,0,0,17440.2253
"7815","7am",172.576,0,2329.98453,137.8865,25825.7284
"7816","7am",1070.3401,281.6584,264.14936,1748.0671,94676.2797
"9101","7am",0,274.0747,1194.02668,0,56221.8492
"9102","7am",387.5187,0,283.35454,0,39769.8863
"9103","7am",0,0,360.79389,243.2046,48362.5847
"9104","7am",0,0,0,0,38722.7918
"9105","7am",631.0865,943.4351,0,0,60759.7552
"9106","7am",701.3366,0,74.70248,498.6492,73667.9913
"9107","7am",0,154.4518,398.96783,0,64892.7577
"9108","7am",0,0,284.85785,0,44659.2472
"9109","7am",1418.8961,238.0516,478.70035,259.3856,58216.4507
"9110","7am",0,166.4846,0,0,48991.6489
"9111","7am",947.1529,1089.7807,681.03936,201.6261,53446.8862
"9112","7am",0,0,563.6601,0,38334.3332
"9113","7am",591.5358,230.4909,494.00499,1733.9816,68055.159
"9114","7am",0,0,1103.14622,0,35857.2439
"9201","7am",214.9271,6435.5752,513.28495,86103.1506,7090.7646
"9202","7am",1320.9258,710.5631,537.43798,67193.5611,4679.1737
"9203","7am",3875.9978,4330.7679,1465.77198,123605.0649,6087.9565
"9204","7am",2578.1892,2500.8878,1618.55947,76713.7702,9963.3801
"9205","7am",4840.852,2890.311,1222.84222,89626.6728,7284.0762
"9206","7am",1633.9169,521.5704,607.81881,78391.4649,7182.3759
"9207","7am",292.6979,287.3537,1069.63407,70171.2895,2151.5993
"9208","7am",1952.9591,557.2111,270.86895,78394.9962,2446.3767
"9209","7am",1438.2603,434.8276,2000.90208,107155.3922,7484.6221
"9210","7am",3135.4884,332.4728,1911.97189,98322.517,5995.9565
"9211","7am",3470.8311,2186.0093,2749.83449,63214.6935,1355.1714
"9212","7am",666.2037,426.7911,523.27047,62799.5058,3749.8227
"9302","7am",0,35679.0858,593.03743,545.7867,3070.2954
"9303","7am",2276.4302,97619.3453,223.31113,947.3406,2836.1148
"9304","7am",1374.5975,100668.7484,2643.62544,1412.7497,3183.8627
"9305","7am",0,60821.0189,0,343.4945,727.5098
"9306","7am",394.4757,77033.0417,1022.13095,0,1983.0324
"9307","7am",3630.1177,59125.4418,0,0,849.7552
"9308","7am",385.1634,47698.3848,0,1108.7456,2721.8756
"9309","7am",2781.4898,72949.4849,82.85979,0,6367.7828
"9310","7am",1008.9055,85385.9845,784.40336,786.4015,1389.2297
"9311","7am",751.394,95726.8623,690.49114,1399.1297,3769.6005
"9312","7am",4145.5114,140943.1214,1435.06927,2296.9455,14040.4327
"9402","7am",1832.9246,1627.2288,86821.86821,3361.7471,4216.2938
"9403","7am",2305.3672,3324.2125,100313.90325,1299.6956,2484.9222
"9404","7am",0,380.4293,57628.95408,518.0249,5383.1057
"9405","7am",654.7906,1369.5897,49733.36779,589.3616,9383.5987
"9406","7am",2339.2203,712.7097,65014.40209,1256.8148,2227.4179
"9407","7am",704.782,2058.2407,86840.70433,770.5249,2260.0444
"9408","7am",655.8283,1547.7225,63521.83719,0,845.9035
"9409","7am",1966.9944,4403.7231,122100.7811,430.9829,3803.644
"9410","7am",0,832.4006,34455.47784,0,996.5724
"9411","7am",0,467.1979,38924.1639,0,3902.4688
"9412","7am",1340.8544,0,25441.46506,0,468.9622
"9413","7am",0,1367.4456,43411.00596,0,2298.2466
"9414","7am",0,370.1132,23234.44393,0,640.3836
"9501","7am",0,864.7179,149.98183,1328.1368,57327.9447
"9502","7am",0,453.7377,0,183.4141,54276.2785
"9503","7am",0,0,378.29466,0,40665.2813
"9504","7am",0,493.5623,0,0,39774.7526
"9505","7am",1256.9664,3070.0508,1067.21373,0,48002.6975
"9506","7am",225.0729,486.1214,359.13158,0,43178.2781
"9507","7am",348.006,112.6744,289.92386,1069.369,57087.9822
"9508","7am",607.8818,636.3816,238.74118,871.3107,77906.1001
"9509","7am",0,0,0,462.9802,45853.4016
"9510","7am",0,906.1119,0,333.079,58863.1127
"9511","7am",0,0,396.06582,0,65054.971
"9512","7am",0,0,0,626.0234,56610.6217
"9513","7am",413.921,775.4201,0,0,35494.024
"7501","8am",90031.2643,10378.4687,10049.82384,11940.7352,20696.189
"7502","8am",125211.3943,9781.5174,10881.81749,14966.3467,27216.461
"7503","8am",95502.2348,10607.4975,13414.11905,22873.6193,37891.563
"7504","8am",69657.294,8635.6937,3137.33275,2473.0945,13668.812
"7505","8am",97447.2923,3075.3745,5424.89858,2497.6935,7052.014
"7506","8am",89339.1777,7242.7717,8773.73389,5673.6155,16285.497
"7507","8am",113005.2043,6118.7993,12278.99236,7627.7524,19146.136
"7508","8am",78881.6226,2914.2124,3758.13181,5726.6452,7877.534
"7509","8am",136988.2812,5908.3622,5594.77735,19216.0312,18711.11
"7510","8am",102928.4328,5222.6433,5771.10482,10799.2704,11863.957
"7511","8am",90872.1929,7356.4524,4244.95395,6095.21,18349.234
"7512","8am",112046.5581,5576.375,3928.65484,3444.2679,6195.802
"7513","8am",103544.0019,4885.0514,1827.5171,3353.7028,11508.097
"7514","8am",111509.2447,5569.9505,3612.24583,1139.9312,6696.333
"7701","8am",1805.6148,7162.2255,4430.65381,642.8209,88893.626
"7702","8am",5979.9233,33227.4656,33302.73234,1170.5582,38560.022
"7703","8am",2200.4122,7380.947,396.06582,921.4151,62048.639
"7704","8am",485.4187,485.0133,633.43226,0,63401.045
"7705","8am",477.3443,148.9833,0,881.5296,31624.33
"7706","8am",0,0,0,231.0786,36581.483
"7707","8am",0,0,247.78681,0,45801.389
"7708","8am",0,1786.5399,0,0,44910.465
"7709","8am",0,232.4866,2065.78331,0,43148.652
"7710","8am",588.6944,283.1927,587.90171,0,50044.948
"7711","8am",1418.2338,102.1197,1167.5447,0,61318.551
"7712","8am",460.5436,0,50.40954,0,48797.123
"7713","8am",0,0,0,337.354,24902.273
"7714","8am",434.7937,0,0,0,55234.626
"7715","8am",0,0,0,0,28325.323
"7716","8am",1559.9489,1056.6623,1862.39645,0,62994.407
"7801","8am",373.3561,0,0,333.8589,44680.267
"7802","8am",570.1847,653.997,0,2396.6227,44750.743
"7803","8am",1426.9929,1112.5115,378.16895,2020.1082,65720.336
"7804","8am",406.9637,1004.5809,0,0,35447.65
"7805","8am",853.4804,0,0,707.449,67586.039
"7806","8am",641.0553,917.1648,100.30637,271.3484,68449.213
"7807","8am",0,191.6878,247.33771,617.4784,39768.727
"7808","8am",416.8717,0,0,296.4036,42254.344
"7809","8am",0,0,0,365.4114,50015.31
"7810","8am",0,0,0,0,16805.426
"7811","8am",1960.7534,275.6952,233.85945,475.8234,51596.512
"7812","8am",4479.9411,1666.1678,1551.72841,9083.9284,128228.054
"7813","8am",0,0,74.70248,188.1355,28663.161
"7814","8am",0,0,0,409.5327,15189.423
"7815","8am",526.7219,0,2329.98453,137.8865,24406.617
"7816","8am",3596.5128,888.2048,512.67278,5624.0803,94979.805
"9101","8am",3155.443,274.0747,2417.39944,0,64391.934
"9102","8am",758.4377,0,647.28083,0,36678.387
"9103","8am",0,0,746.76333,243.2046,48091.644
"9104","8am",380.4334,0,0,0,32727.655
"9105","8am",1683.4629,943.4351,567.43283,511.0705,58283.317
"9106","8am",1816.3105,0,549.7781,734.5333,66827.261
"9107","8am",0,154.4518,2492.8367,993.0246,54074.13
"9108","8am",0,1009.147,677.44944,0,42025.814
"9109","8am",1418.8961,238.0516,1326.64917,539.0613,51986.28
"9110","8am",0,166.4846,645.93002,0,48363.413
"9111","8am",3325.6743,1297.6694,1452.32168,2935.1816,54609.216
"9112","8am",944.2758,0,666.43253,563.6652,35473.101
"9113","8am",1314.0969,230.4909,2151.46232,7440.4606,64011.56
"9114","8am",1315.4337,0,1205.91865,183.8564,35802.377
"9201","8am",1734.071,8668.0154,856.77486,66715.372,13285.598
"9202","8am",2510.4535,941.121,785.80686,57591.2695,7438.861
"9203","8am",10522.7666,8183.8013,3789.88861,110077.6179,13696.924
"9204","8am",6014.833,2408.02,5140.68672,76962.7026,22930.992
"9205","8am",18299.9456,6433.061,2737.65634,84190.7161,26550.588
"9206","8am",5636.0754,1747.3905,959.93776,65972.5017,11883.024
