"11am",6255.5366,29228.8476,11374.858,11468.2555,4941.3854,7685.4424,4112.3213,5107.932,4371.1918,2977.5343,2761.7043,1134.7223,8391.0828,2220.6169,2150.9343,5653.0293,7312.0926,5577.3547,2957.4645,4114.0264,7968.8495,1949.7958,17758.7627,17821.7872,10972.4894,2001.2876,4346.3818,23122.745,19709.5428,25881.5622,2529.9173,6301.3062,4126.3276,4072.3171,4174.8624,2344.3652,7774.1808,10354.5468,1644.8049,1699.1289,4427.4295,1986.719,1320.1548,2486.6471,1749.0128,10651.9672,4026.1674,7247.1818,2696.6005,1762.4737,1625.5047,1646.1267,6201.2074,0,2845.1538,0,1074.7067,2273.0943,926.4949,1672.0715,3131.7346
"12am",6150.701,28648.5676,10522.2772,10024.7948,4025.658,6046.213,3769.7351,4234.3811,3812.0166,2448.8882,2681.4991,894.3108,7968.3543,1738.4068,2107.1072,5165.3279,6800.3727,4559.1449,2764.8302,3418.4124,7137.1423,2142.481,15086.3131,14684.8759,9483.2964,1651.9422,4123.3539,20220.9945,15929.6612,24503.2446,1926.134,5875.7752,4488.1327,3640.7882,3390.668,2734.6137,6239.4235,9456.8502,1462.4641,1759.2852,4097.0059,1510.7005,1628.455,1419.9104,1258.9918,10210.2078,3252.7276,6516.3274,2181.2599,1500.6434,934.5799,1358.6446,4994.5522,0,2853.1046,0,1148.8216,1800.2135,0,1060.3049,2657.0663
"1pm",6502.4057,29467.9554,11362.8264,10534.5421,4654.1011,6867.3337,4650.7813,4661.793,4374.9728,2304.387,2967.405,1428.2827,8476.363,2084.5833,2101.1777,6288.1506,6672.5776,4429.1317,2656.9704,3891.4009,6776.3181,2293.3886,17319.9148,17049.4848,9640.612,1599.2035,4486.3115,21708.0723,18172.9671,25165.4641,2371.6992,6997.7708,4326.6521,3992.235,2779.582,2225.1957,6865.6644,9485.6997,1608.4707,1489.013,3379.8207,1915.3618,1562.4427,2275.6246,1936.7749,10425.413,3846.0982,6144.986,1938.4159,1574.5542,986.668,1881.8923,6228.7876,0,3058.9185,0,1293.361,2147.4597,0,911.1252,2887.0827
"2pm",7613.3568,30105.8057,11881.5443,11485.8438,4989.2866,7347.4781,4853.1318,6156.1587,4145.9397,2371.9025,2770.7138,1732.8708,8980.2469,2547.6553,2042.7176,7043.0699,6564.588,4944.743,2818.6172,4494.6303,7735.9077,1640.4886,17684.1737,17746.7334,10000.8974,1689.8359,5051.7373,21946.5262,19246.7372,24258.3855,2488.1537,7305.6184,5255.0901,3639.1476,3355.9752,2646.9682,7811.1866,10504.4848,1920.3734,1355.7961,4446.2149,1938.9534,1881.2134,2781.6193,1881.3984,10558.2661,3928.4327,9572.1913,2020.557,2089.7633,876.4868,1994.7068,5437.5747,0,3030.5473,0,1513.4283,2389.8739,830.9532,948.3164,2841.4026
"3pm",8172.4379,29277.8502,11777.9939,11830.3134,5404.9427,7573.019,4494.5429,5431.4235,4408.4006,2673.5266,2743.2662,1519.8368,8436.7144,2504.9453,2511.1341,5639.8008,6283.0723,4060.839,3158.3591,4064.4887,8866.6498,2083.9887,17996.3112,16982.8777,10442.4857,1857.984,4907.9901,20492.4947,18819.708,24806.5097,2742.4557,7889.5327,5654.6517,4041.171,3322.1374,2657.5824,7029.3486,9729.8089,2187.8907,1708.2085,3951.5341,2116.4736,2059.5386,2569.1609,1416.1086,10561.3803,3580.1672,10214.7736,2430.7184,1896.5384,0,2234.0878,5596.3413,0,3964.3328,1224.3203,1570.1118,2301.9891,0,826.1438,2963.0596
"4pm",6117.2265,25614.8354,9812.6864,9692.9159,5429.3728,6179.8042,3668.8986,4912.2376,4107.618,1934.6574,3421.0406,978.3665,6819.0802,2437.2997,1840.2059,4424.6915,5290.961,3422.7975,2213.7261,4645.8034,7484.0502,1600.1212,16657.9263,14740.2887,7922.299,1706.1327,3693.9472,17139.1689,14543.9491,21926.8144,2257.8191,6087.6405,4556.0811,3074.9472,3591.3169,2387.8705,5151.6123,7960.5973,1596.256,1773.8553,4238.5949,1515.7781,1659.332,2385.3086,1526.4939,8577.063,3104.1087,8484.3596,2329.7323,1552.534,0,1578.1487,6667.1435,1087.1529,3158.3127,1258.8435,1288.7016,1720.1763,0,963.2924,2571.8119
"5pm",4706.4916,19956.4406,5690.6143,7650.6034,3606.8519,4212.8613,2254.1694,3143.7045,2253.8821,1138.4601,3093.0518,1350.4321,5070.9649,1872.0491,1494.7369,3168.5562,3063.4517,2486.6011,1349.7435,3217.3897,6936.1865,874.0196,10706.6081,9034.7525,5057.4375,1250.7678,2311.3587,10088.0561,8817.6207,14130.8067,2328.5856,3607.1559,2722.2985,2139.0975,2772.5668,1875.7421,3734.163,6462.2285,876.2894,1716.8332,3489.9064,1223.8156,1172.5948,1978.7162,1180.5904,6106.8895,1600.0429,6378.4002,1660.1798,1296.5937,0,0,3629.7532,0,2993.6535,0,1071.5015,1469.4427,0,0,1897.5363
"6pm",3288.2614,12491.7079,4130.603,5859.4272,1651.3695,2211.2006,1258.5343,2698.7106,1662.718,909.8483,1919.0108,768.4048,3323.7832,863.6184,1551.3402,1843.3587,2390.5753,2154.6126,0,1854.7321,5443.728,0,4433.3551,5129.3577,2393.9767,0,1653.3,2931.1874,3497.2199,7259.7454,1662.8105,2634.0058,2673.9165,1412.0245,1364.355,2282.5739,1588.0962,3599.8695,0,981.3857,2929.1076,0,0,1493.4761,1227.4536,4023.5001,1147.8527,5700.6557,1005.3947,1025.4346,0,0,1487.0213,0,1255.4654,0,877.6324,0,0,0,1513.8181
"7pm",2938.5433,10437.5473,2407.9496,6060.7066,1641.9982,967.4367,0,1451.4763,949.9373,0,1715.3278,1564.2465,3381.1044,0,1305.8416,2723.3437,1159.6513,1925.8595,0,1829.0734,3133.9561,0,2101.6764,2275.1745,1114.2114,0,1372.0996,0,1320.0923,4322.3412,987.0286,1708.5265,0,1175.9488,0,1330.044,0,2546.2249,0,0,1744.9889,0,1114.9896,0,0,2168.7021,0,3343.7042,782.9061,0,0,0,1151.6302,0,0,0,0,1031.1322,0,0,0
"8pm",3298.5052,8739.1387,2549.7352,5671.8614,1673.6293,923.3825,797.8469,1394.8725,831.8047,0,2164.3765,1309.7128,2360.8498,0,1017.8578,2756.4435,0,0,0,1156.66,2001.1589,0,1369.6924,1804.7722,803.4004,0,1164.2531,0,0,2973.1396,0,1456.7284,730.3971,1079.522,0,1223.93,0,1761.1931,0,0,1123.2756,0,940.0711,0,0,1699.169,0,2118.3855,0,926.0822,0,0,0,0,0,0,0,0,0,0,0
"9pm",3010.6934,8652.8407,2458.7487,5621.953,1617.3574,0,0,1141.1592,0,0,1827.9087,0,2176.5471,0,0,2557.7365,0,0,0,0,1274.9265,0,1233.4191,1723.1348,0,0,1030.8996,0,1001.9574,2020.7099,0,0,0,918.0438,0,1030.4898,0,1467.347,0,0,878.2747,0,0,0,0,1434.6762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10pm",2712.9993,6522.5954,1416.4712,4748.785,1294.9263,0,0,0,0,0,1377.3398,0,1176.0703,0,0,2254.1878,0,0,0,0,0,0,1043.0161,0,0,0,0,0,0,1223.4227,0,0,0,729.4627,0,871.578,0,1074.6641,0,0,0,0,0,0,0,1001.1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11pm",1669.8986,3318.0442,0,2593.0569,0,0,0,0,0,0,1087.4177,0,0,0,0,1023.7161,0,0,0,0,0,0,879.1756,829.9127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12pm",0,2187.3687,0,2091.0661,0,0,0,0,0,0,0,0,0,0,0,881.7106,0,0,0,0,0,0,0,785.8444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1am",0,1160.6648,0,1625.4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2am",0,1050.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3am",0,910.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
