"11am",265398,137683.2,21271.6,19170,92697.6,39731.6,40867.6,64354.4,18431.6,34534.4,37601.6,25758.8,11473.6,10621.6,5566.4,30530,21640.8,20277.6,102580.8,13660.4,11473.6,14682.8,397.6,4146.4,2158.4,937.2,18658.8,23685.6,19993.6,33284.8,29763.2,7071.6,482.8,1079.2,2073.2,8094,7781.6,3067.2,3180.8,10848.8,1278,13490,30047.2,4856.4,9769.6,766.8,8548.4,22805.2,22464.4,23884.4,14796.4,3010.4,12780,38964.8,12467.6,4544,49103.6,10082,4771.2,1391.6,1647.2,8008.8,4799.6,1533.6,6872.8,3237.6,596.4,4373.6,5566.4,2953.6,539.6,7582.8,4231.6,6134.4,1448.4,11274.8,426,1931.2,1590.4,11104.4,340.8,795.2,2726.4,3067.2,12013.2,1931.2,2073.2,1306.4,1136,10564.8,12836.8,6503.6,8520,17182,5651.6,1476.8,12439.2,2925.2,3635.2,10422.8,16670.8,8917.6,9258.4,1704,15137.2,26014.4,710,2442.4,3351.2,2385.6,1249.6,3124,4487.2
"12am",265653.6,137882,21413.6,18886,92044.4,39958.8,40526.8,62962.8,18374.8,35102.4,37885.6,26241.6,11814.4,10309.2,5538,30728.8,21555.6,20277.6,102240,13404.8,11530.4,14427.2,511.2,4203.2,2101.6,994,18914.4,23685.6,19454,32915.6,29053.2,7185.2,340.8,1050.8,2073.2,8065.6,7412.4,2953.6,3038.8,10792,1278,13518.4,29706.4,4913.2,9883.2,852,8520,22748.4,22492.8,24026.4,14342,2982,12780,38624,12638,4430.4,48308.4,10252.4,4714.4,1221.2,1704,7781.6,4998.4,1391.6,6702.4,3237.6,624.8,4402,5481.2,2896.8,454.4,7469.2,4260,6304.8,1334.8,10621.6,369.2,1902.8,1533.6,10877.2,340.8,795.2,2641.2,2896.8,11956.4,2016.4,2186.8,1306.4,1050.8,10422.8,12751.6,6390,8576.8,16869.6,5935.6,1618.8,12694.8,2811.6,3890.8,10138.8,15847.2,8832.4,9144.8,1590.4,15023.6,25872.4,624.8,2272,3266,2328.8,1278,3038.8,4884.8
"1pm",267357.6,138052.4,21356.8,18857.6,92839.6,40441.6,41180,62309.6,18261.2,36124.8,37942.4,26752.8,12098.4,10366,5708.4,31183.2,21839.6,20788.8,101558.4,13745.6,11644,14285.2,511.2,4316.8,2101.6,1050.8,18942.8,24566,19766.4,32915.6,29195.2,7384,340.8,1079.2,2158.4,8037.2,7582.8,2868.4,3124,10792,1334.8,13632,30331.2,5112,9712.8,823.6,8747.2,22663.2,24083.2,24480.8,15108.8,3124,13404.8,39419.2,12467.6,4402,48393.6,10252.4,4970,1306.4,1789.2,7923.6,4686,1505.2,7213.6,3294.4,710,4316.8,5708.4,2840,539.6,7185.2,4316.8,6134.4,1533.6,11189.6,369.2,1902.8,1505.2,10848.8,426,795.2,2669.6,2953.6,12183.6,2130,2101.6,1505.2,1079.2,10508,12410.8,6418.4,9457.2,17608,6020.8,1590.4,13262.8,2982,3692,10394.4,16244.8,9059.6,9315.2,1704,15250.8,26213.2,681.6,2300.4,3266,2328.8,1363.2,3095.6,4970
"2pm",259604.4,132486,20419.6,17636.4,89403.2,38851.2,39248.8,58844.8,17466,35017.2,36011.2,25900.8,11615.6,10138.8,5339.2,29394,20590,19255.2,93578,13632,11047.6,13745.6,397.6,4032.8,2016.4,965.6,18488.4,23004,18886,31410.4,27434.4,6901.2,397.6,1221.2,2300.4,7554.4,7213.6,2612.8,3067.2,10195.6,1391.6,13546.8,29649.6,4884.8,9116.4,795.2,8179.2,21782.8,22436,23174.4,13745.6,2982,12013.2,37118.8,11984.8,4174.8,44644.8,9570.8,4941.6,1306.4,1590.4,7384,4572.4,1420,7128.4,3152.4,624.8,4061.2,5509.6,2641.2,511.2,7327.2,4203.2,6162.8,1562,9911.6,369.2,1846,1505.2,10280.8,397.6,937.2,2698,3095.6,12070,1817.6,2101.6,1647.2,1136,10053.6,11700.8,5907.2,8548.4,15932.4,5424.4,1505.2,13319.6,2840,3521.6,10167.2,15932.4,8434.8,8889.2,1562,14796.4,25020.4,653.2,2300.4,3294.4,2243.6,1192.8,2896.8,4714.4
"3pm",231857.6,115559.6,17238.8,13916,74521.6,33938,32290.8,48507.2,14285.2,27604.8,29252,18488.4,8094,8094,4458.8,25048.8,16983.2,15279.2,74720.4,10706.8,8917.6,10962.4,0,3067.2,1391.6,823.6,15250.8,18119.2,14171.6,26440.4,21669.2,6049.2,0,1079.2,1760.8,5822,6248,1760.8,2470.8,8605.2,1164.4,12410.8,23827.6,3834,7668,710,6816,18602,19283.6,18687.2,11388.4,2470.8,9627.6,30672,9656,3209.2,35698.8,6418.4,3635.2,1136,1022.4,6106,4032.8,1221.2,6049.2,2783.2,539.6,3550,4544,2300.4,511.2,6674,3209.2,4941.6,1420,8179.2,369.2,1505.2,1136,7866.8,340.8,852,2186.8,2754.8,10678.4,1647.2,1874.4,1448.4,823.6,8094,10053.6,4913.2,6674,12723.2,4771.2,1221.2,11303.2,1959.6,3209.2,8321.2,12723.2,6787.6,7100,1107.6,11161.2,20732,596.4,2186.8,2896.8,1647.2,994,2300.4,4345.2
"4pm",159437.6,81366,12155.2,9741.2,49330.8,26099.6,22549.6,30643.6,9400.4,18176,18800.8,12325.6,5282.4,4884.8,2868.4,16699.2,12126.8,10366,49700,6986.4,6134.4,7355.6,0,1817.6,937.2,454.4,9741.2,13348,9230,18431.6,14143.2,3976,0,880.4,1192.8,3976,4288.4,1107.6,1562,4544,511.2,7923.6,15194,2499.2,4714.4,426,3890.8,12041.6,13632,12240.4,7128.4,1732.4,6475.2,21129.6,4913.2,2357.2,22691.6,4487.2,2442.4,823.6,795.2,3976,2442.4,823.6,3379.6,1704,0,2556,2698,1448.4,426,3550,2186.8,3180.8,880.4,5339.2,340.8,994,738.4,4629.2,0,539.6,1732.4,2044.8,7270.4,994,795.2,1306.4,596.4,4174.8,5680,2840,4203.2,7696.4,2896.8,1107.6,7327.2,1278,1874.4,5594.8,7100,4118,4884.8,539.6,7014.8,11502,340.8,1391.6,1704,880.4,482.8,1306.4,2925.2
"5pm",86364.4,46973.6,8179.2,6361.6,30956,19056.4,13603.6,19170,5736.8,12865.2,12098.4,8463.2,3436.4,3209.2,1874.4,10678.4,7327.2,6730.8,27349.2,4402,4061.2,4146.4,0,1164.4,539.6,0,6020.8,8321.2,5793.6,12268.8,9258.4,2840,0,823.6,397.6,2925.2,2357.2,1107.6,653.2,2016.4,0,4231.6,8576.8,1704,2783.2,0,2896.8,6986.4,8605.2,7327.2,4515.6,1079.2,4089.6,12581.2,2953.6,1476.8,13972.8,2641.2,1306.4,426,426,2527.6,1618.8,539.6,1988,908.8,0,1562,1704,539.6,0,1789.2,1533.6,2527.6,539.6,3038.8,0,596.4,0,2527.6,0,0,908.8,1164.4,5168.8,795.2,624.8,738.4,0,2499.2,3692,1874.4,2982,4515.6,1902.8,766.8,4544,908.8,1164.4,3606.8,4430.4,1988,3635.2,454.4,3606.8,6787.6,0,965.6,1278,596.4,397.6,738.4,2130
"6pm",59441.2,34846.8,6816,4884.8,23202.8,15762,11416.8,12978.8,4231.6,9968.4,9712.8,8008.8,3067.2,2442.4,1334.8,8463.2,5708.4,4629.2,16131.2,2840,3322.8,2982,0,937.2,340.8,0,4600.8,6787.6,4260,9684.4,7810,2584.4,0,710,0,2470.8,2130,994,539.6,1363.2,0,4118,5538,1306.4,2215.2,0,2811.6,5481.2,7668,6276.4,3890.8,795.2,4061.2,10394.4,2840,1334.8,10905.6,2470.8,1050.8,340.8,369.2,2186.8,1448.4,426,2016.4,738.4,0,1533.6,1562,539.6,0,1675.6,1420,2556,539.6,3095.6,0,539.6,0,2186.8,0,0,1107.6,1192.8,4856.4,795.2,454.4,624.8,0,1931.2,4032.8,1448.4,2811.6,4487.2,1902.8,624.8,3862.4,738.4,1079.2,3067.2,3294.4,1704,3550,539.6,2868.4,6248,0,823.6,1221.2,681.6,340.8,596.4,1959.6
"7pm",50552,28371.6,5992.4,4572.4,18346.4,15194,10990.8,12183.6,4061.2,8946,8434.8,7043.2,2896.8,2442.4,1050.8,8122.4,5538,4402,13319.6,2357.2,3124,2612.8,0,880.4,369.2,0,4089.6,6844.4,3606.8,8548.4,6901.2,2272,0,624.8,454.4,2584.4,2073.2,1079.2,511.2,1136,0,3919.2,5197.2,1278,2044.8,0,2840,5708.4,7582.8,5310.8,4061.2,823.6,4345.2,10167.2,3493.2,1192.8,10650,2556,994,340.8,0,2130,1363.2,340.8,2328.8,738.4,0,1618.8,1363.2,482.8,0,1590.4,1306.4,2641.2,482.8,2840,454.4,539.6,0,1931.2,0,0,1079.2,1278,4231.6,624.8,0,568,0,1817.6,4004.4,1363.2,2868.4,4657.6,1647.2,539.6,3947.6,880.4,1050.8,2783.2,3521.6,1562,3635.2,369.2,2385.6,5623.2,0,681.6,1192.8,653.2,0,766.8,1902.8
"8pm",39447.6,23032.4,4970,3237.6,14256.8,12098.4,8804,8150.8,3038.8,7895.2,6702.4,5310.8,2470.8,1874.4,880.4,5566.4,4174.8,3947.6,9940,1618.8,2726.4,2044.8,0,738.4,340.8,0,3379.6,5225.6,2868.4,6844.4,4828,2044.8,0,454.4,426,1931.2,1618.8,965.6,426,880.4,0,3095.6,4487.2,1164.4,1590.4,0,2612.8,4345.2,6333.2,4430.4,2896.8,653.2,3748.8,7696.4,2698,908.8,7753.2,2101.6,653.2,0,0,1476.8,1050.8,0,1647.2,653.2,0,1164.4,965.6,340.8,0,1420,1107.6,1675.6,397.6,2158.4,454.4,0,0,1533.6,0,0,795.2,1022.4,3095.6,369.2,0,454.4,0,1363.2,2896.8,1192.8,2414,3663.6,1448.4,454.4,2896.8,710,908.8,2101.6,2641.2,1050.8,2584.4,0,1874.4,4231.6,0,397.6,908.8,454.4,0,596.4,1789.2
"9pm",24764.8,14796.4,3550,2470.8,8349.6,7753.2,6248,5651.6,1760.8,4970,4345.2,3095.6,1647.2,1391.6,653.2,3124,2754.8,2527.6,6674,1164.4,2385.6,1334.8,0,511.2,0,0,2243.6,2925.2,2158.4,5254,2442.4,1079.2,0,340.8,0,1164.4,937.2,511.2,369.2,624.8,0,1874.4,2811.6,596.4,1022.4,0,1221.2,2953.6,3550,2754.8,880.4,511.2,2414,3919.2,1505.2,454.4,5197.2,965.6,397.6,0,0,1079.2,766.8,0,710,0,0,511.2,482.8,0,0,908.8,795.2,1221.2,0,1164.4,0,0,0,852,0,0,596.4,596.4,1846,0,0,482.8,0,1107.6,1221.2,852,1278,2357.2,795.2,0,1590.4,340.8,539.6,1363.2,1533.6,710,1136,0,1420,2186.8,0,0,511.2,0,0,397.6,1363.2
"10pm",12609.6,9911.6,2101.6,1363.2,4828,4600.8,4004.4,4118,1050.8,3237.6,3152.4,1988,1192.8,1050.8,511.2,2272,1647.2,1817.6,5623.2,823.6,1192.8,653.2,0,454.4,0,0,1420,2130,1533.6,4089.6,1789.2,539.6,0,0,0,710,539.6,0,0,0,0,1050.8,1420,0,482.8,0,965.6,2158.4,1760.8,2016.4,568,0,1505.2,2442.4,710,0,2840,596.4,0,0,0,539.6,596.4,0,426,0,0,0,0,0,0,454.4,454.4,994,0,823.6,0,0,0,482.8,0,0,482.8,0,1278,0,0,0,0,908.8,1164.4,596.4,994,1079.2,482.8,0,880.4,0,0,852,937.2,568,710,0,1022.4,1505.2,0,0,397.6,0,0,0,1107.6
"11pm",6787.6,6304.8,1334.8,738.4,3152.4,3067.2,2698,2896.8,710,2385.6,2073.2,1164.4,823.6,511.2,340.8,1618.8,738.4,1079.2,3209.2,539.6,482.8,397.6,0,0,0,0,994,1164.4,937.2,3180.8,994,0,0,0,0,0,0,0,0,0,0,681.6,1164.4,0,0,0,681.6,1476.8,1022.4,1391.6,0,0,965.6,1164.4,653.2,0,1789.2,340.8,0,0,0,511.2,0,0,0,0,0,0,0,0,0,0,0,738.4,0,482.8,0,0,0,397.6,0,0,0,0,1022.4,0,0,0,0,624.8,823.6,340.8,795.2,766.8,0,0,653.2,0,0,426,681.6,340.8,397.6,0,766.8,965.6,0,0,0,0,0,0,880.4
"12pm",4742.8,4686,1136,596.4,2584.4,2414,2016.4,2243.6,624.8,1789.2,1732.4,1022.4,710,454.4,0,1192.8,624.8,908.8,2811.6,369.2,397.6,340.8,0,0,0,0,823.6,1136,823.6,2726.4,738.4,0,0,0,0,0,0,0,0,0,0,624.8,880.4,0,0,0,596.4,1192.8,681.6,1221.2,0,0,908.8,1022.4,568,0,1420,0,0,0,0,454.4,0,0,0,0,0,0,0,0,0,0,0,596.4,0,397.6,0,0,0,426,0,0,0,0,852,0,0,0,0,568,738.4,340.8,681.6,681.6,0,0,596.4,0,0,340.8,624.8,0,369.2,0,653.2,852,0,0,0,0,0,0,852
"1am",4288.4,4118,1050.8,568,2442.4,2073.2,1846,2130,596.4,1618.8,1562,994,710,454.4,0,1192.8,568,880.4,2669.6,369.2,397.6,0,0,0,0,0,795.2,1164.4,766.8,2527.6,738.4,0,0,0,0,0,0,0,0,0,0,596.4,880.4,0,0,0,568,1107.6,568,1136,0,0,908.8,937.2,482.8,0,1278,0,0,0,0,454.4,0,0,0,0,0,0,0,0,0,0,0,482.8,0,340.8,0,0,0,397.6,0,0,0,0,852,0,0,0,0,568,710,340.8,653.2,568,0,0,596.4,0,0,340.8,624.8,0,340.8,0,596.4,738.4,0,0,0,0,0,0,852
"2am",3777.2,3834,994,511.2,2357.2,1789.2,1704,2016.4,568,1590.4,1448.4,908.8,710,454.4,0,1107.6,539.6,852,2527.6,369.2,340.8,0,0,0,0,0,766.8,1107.6,681.6,2499.2,738.4,0,0,0,0,0,0,0,0,0,0,596.4,880.4,0,0,0,568,1079.2,511.2,1107.6,0,0,880.4,908.8,397.6,0,1278,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,482.8,0,0,0,0,0,397.6,0,0,0,0,823.6,0,0,0,0,568,710,0,624.8,568,0,0,596.4,0,0,340.8,568,0,0,0,511.2,710,0,0,0,0,0,0,852
"3am",3493.2,3436.4,994,511.2,2272,1562,1533.6,1959.6,568,1476.8,1420,908.8,710,426,0,1079.2,511.2,823.6,2470.8,369.2,340.8,0,0,0,0,0,766.8,1107.6,681.6,2470.8,738.4,0,0,0,0,0,0,0,0,0,0,596.4,880.4,0,0,0,539.6,1050.8,454.4,1136,0,0,880.4,852,397.6,0,1278,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,482.8,0,0,0,0,0,397.6,0,0,0,0,823.6,0,0,0,0,568,681.6,0,624.8,568,0,0,624.8,0,0,340.8,568,0,0,0,511.2,738.4,0,0,0,0,0,0,852
