"11am",14271.294,3204.231,3680.872,6427.199,25362.343,6885.654,3262.944,12230.619,14920.318,7786.209,7720.465,9622.393,8206.82,14500.769,12875.197,5342.009,1350.248,1872.349,3054.901,7408.192,4473.925,4820.149,7416.101,7091.428,7790.041,5785.585,1574.701,3438.843,2589.845,5642.351,6225.734,6399.572,7924.082,9428.005,9248.858,2174.844,0,9713.48,4986.956,5201.629,3717.363,4061.382,3716.979,876.581,959.885,2513.711,1748.478,5074.682,4744.421,11525.217,1491.723,1360.392,0,0,8140.968,1430.372,2765.104,2773.754,0,1652.633,1164.537,714.768,5548.596,1403.872,5474.963,2060.368,1123.261,14789.218,3591.903,2008.736,3371.241,13401.866,1585.601,2319.035,1597.913,1709.886,1500.148,12742.412,10908.464,5037.951,9358.354,1528.654,6107.469,2351.831,5894.412,3302.103,22403.751,1541.837,1442.943,2344.158,1473.062,1190.121,1971.145,2261.737,5160.245,3404.579,1023.835,0,1188.2,1897.519,894.235,994.713,0,0,2273.383,5468.482,7020.521,4475.014,0,3752.337,8868.417,800.714,2433.502,4421.628,2039.004,2852.45,7450.173,752.554,1540.243,973.457,0,1503.777,3883.936,3774.601,0,0,0
"12am",13411.981,3048.729,3259.856,6030.634,23408.086,5075.934,2520.84,9695.237,13646.212,6551.95,5169.25,8129.51,7655.912,13005.347,12545.894,4382.019,1100.256,1452.572,3061.908,6242.158,4260.425,4033.664,5153.818,7286.655,6781.705,4171.419,1316.529,3274.158,1528.519,5429.727,5481.707,5929.113,7416.27,7538.17,7216.736,1660.856,1261.039,8784.648,4715.302,5701.824,3651.031,2515.72,4005.304,0,824.617,2103.453,1633.501,3935.717,3760.417,10725.639,1038.204,1065.798,0,0,6202.376,1082.764,2097.824,2574.125,0,1654.515,1233.225,0,5196.835,1307.25,4747.729,1848.939,1074.402,13420.399,3188.514,1043.247,2001.184,12815.757,1606.726,1881.205,1464.659,1605.469,1282.671,11060.746,8951.781,4139.748,8625.371,1031.16,5581.724,2442.568,4723.863,3364.59,19884.118,1387.425,1226.099,1938.906,1186.155,930.234,1403.348,1924.708,5041.85,2105.754,872.442,0,1034.01,1748.565,817.005,0,0,0,1973.553,4473.754,5597.579,4005.805,0,3226.996,6029.351,0,2128.811,2747.589,1685.359,2240.657,7341.306,719.247,1578.989,0,0,1083.35,2559.922,2846.798,0,0,0
"1pm",12979.36,3280.406,3919.462,6029.583,24198.393,6694.907,3020.38,9836.265,14013.977,5683.805,6214.641,9154.563,8238.353,14067.319,12840.626,5335.754,1950.737,1918.188,2740.837,6414.098,5049.801,5713.904,6270.956,7491.947,7367.054,5695.881,1993.288,3633.623,2651.222,5146.55,5663.364,7083.869,8488.544,8393.145,7929.067,1663.093,0,9238.517,4949.89,5186.422,4283.162,3823.778,4924.309,832.544,1144.038,2263.778,1977.859,4770.324,4668.233,11122.798,1329.389,1258.215,0,0,6725.067,1182.635,2838.983,2998.192,0,1888.005,1108.734,0,5488.411,1443.201,5375.202,2269.262,1257.461,14315.14,3915.065,1151.261,3217.122,12745.14,1679.997,2137.2,1531.854,1290.166,1367.937,10488.459,9636.626,4610.859,8840.654,1126.183,6439.496,2393.969,5120.645,3635.471,21704.489,1180.429,1628.751,1937.971,1439.535,1397.988,1699.087,1953.34,5168.06,3205.52,1188.197,0,1492.437,1849.722,859.361,1015.031,0,820.962,2962.227,5954.369,5992.048,4400.844,0,3763.052,8227.802,763.976,2343.421,3988.798,1914.266,2976.762,7599.052,0,1718.635,0,687.586,1562.975,4081.588,3174.652,0,0,0
"2pm",14341.234,3862.731,5562.699,6292.145,28053.805,6346.658,3503.018,10573.941,13725.395,6084.755,6996.163,9978.196,8839.666,14595.298,11973.37,5204.922,2195.632,1730.955,3525.515,6379.24,6318.685,5804.052,6492.41,7933.393,6997.879,6649.339,2493.97,3845.862,3410.018,5711.503,6028.56,7605.712,7881.812,8960.045,7792.647,2213.983,0,11373.206,5628.03,5485.594,4088.107,3834.865,5423.574,737.087,1675.138,2593.687,1772.426,4968.386,4305.712,12044.333,1842.66,1181.182,1046.08,0,7650.269,1317.597,2524.257,4105.801,830.751,2185.774,1007.546,1048.124,5153.617,1136.206,5924.032,2344.061,1303.244,15503.473,3794.44,1359.22,3320.507,13075.657,2146.213,2109.213,1718.379,1437.408,1348.34,11888.722,11656.506,4965.42,9370.724,1680.993,7440.82,2326.451,5626.057,4080.337,22628.015,1359.444,1899.276,2345.964,1466.627,1460.419,2032.15,2329.754,5228.377,3936.981,1864.229,888.094,1493.641,1744.027,1083.577,819.325,0,937.176,3131.933,6500.965,7116.034,4793.823,826.014,5026.174,9605.401,0,2441.222,4426.642,2239.756,3322.985,7408.018,747.404,1612.537,0,893.493,1963.728,4296.439,3938.362,0,0,0
"3pm",15441.329,3743.135,4546.551,5689.529,26164.249,6553.489,3701.314,10463.145,11727.624,5652.874,7922.929,9481,8884.889,14067.156,11908.839,5486.261,2294.194,1665.342,3478.937,6649.161,6072.485,6325.644,6261.582,7823.285,6548.807,6401.594,2650.634,3795.764,3547.208,6040.925,5584.416,7327.958,8119.456,8146.952,7685.247,2740.404,0,11797.38,5208.452,4715.339,4017.278,3585.601,4693.029,1158.665,1305.927,2883.831,1362.114,4209.858,4846.277,12986.287,1796.654,1259.065,1059.614,0,8846.416,1490.187,2593.742,3886.232,886,2227.041,966.106,1186.11,4910.276,1121.055,5675.451,2328.657,1305.453,15295.423,3786.586,1240.814,3559.166,12792.955,1844.804,2054.12,2085.846,1118.463,1193.368,12498.139,11463.749,5144.645,8551.67,1788.262,5741.788,2528.914,5521.437,4322.086,20658.063,1521.211,1893.053,2444.135,1583.972,1501.268,2279.648,3744.523,5241.701,3676.574,1770.81,966.742,1650.338,1500.519,1096.691,906.033,977.798,892.69,3048.233,6668.902,6717.266,4061.109,0,4676.983,8756.415,1051.55,2886.415,3941.916,2578.648,3030.655,7136.66,0,1439.563,0,954.435,1660.323,3865.668,3464.022,0,763.595,0
"4pm",12701.72,2924.313,3355.941,4605.658,21006.617,4540.187,2273.898,9359.276,8889.739,3608.121,7381.922,8493.702,6628.029,10988.569,9306.778,4453.924,1807.095,1606.863,3531.514,4649.931,4643.273,5097.27,5261.697,6697.407,5786.097,4909.685,0,3859.776,1523.984,4921.007,4444.129,5950.103,7355.262,6397.402,6770.583,1759.996,0,8415.402,4098.799,4224.092,3050.116,4431.182,3242.092,872.35,1023.91,1972.471,1250.76,3219.705,3739.184,10955.996,1562.308,1918.284,897.326,0,7945.278,1377.928,1668.708,3204.404,0,1787.162,0,936.266,4283.842,1133.865,4823.494,2303.634,972.607,12022.151,3086.103,2006.003,3295.073,8373.675,1891.786,2121.224,2434.863,855.46,1336.999,10412.874,9316.114,3557.307,6958.222,1717.753,4034.125,2277.973,4526.808,4156.8,18137.387,935.282,1810.849,1738.433,904.178,1385.407,2323.796,2692.496,3434.819,3320.216,1527.077,787.854,1307.425,1252.488,1108.937,812.615,0,0,2389.187,6236.777,5339.676,3874.233,956.453,3707.854,7555.458,0,1895.421,3150.301,2516.671,2033.334,5499.896,0,1280.215,0,0,1390.989,3570.168,3031.707,0,0,0
"5pm",8569.138,1193.493,2291.051,3143.34,13259.016,3354.214,1069.957,6387.932,7085.864,3186.14,4699.278,5159.046,2950.278,6416.065,6710.247,1639.163,1496.972,1750.034,2250.611,3383.194,3482.941,2820.482,2998.927,4512.53,4065.99,3423.33,0,2297.858,1289.404,3064.081,3483.539,3252.253,3635.266,4711.531,3209.775,1677.362,0,5922.717,2801.349,4757.931,1361.089,2297.474,2757.777,0,920.529,1743.524,0,1727.128,2197.976,7141.601,1305.496,1550.495,0,736.699,6479.739,897.239,1458.321,1872.739,0,1195.733,0,1021.801,3236.619,0,3013.402,1123.473,1085.55,8079.126,1630.72,1403.863,1885.471,5681.993,1166.053,948.481,1701.183,0,1142.829,7722.009,6598.687,2928.715,3833.716,1343.872,1898.1,1826.525,2166.974,3392.849,12758.101,0,1461.227,999.431,0,0,1327.282,1044.14,2343.168,2829.908,1232.357,853.56,1096.776,1042.316,901.023,0,0,0,1202.346,3569.557,3373.496,2230.782,0,1830.106,5500.557,0,1114.053,2153.16,1827.395,1844.408,3700.962,0,0,0,0,1224.467,2100.978,2536.512,0,0,0
"6pm",4087.762,1246.744,1033.733,2250.35,9232.4,1886.122,0,3924.534,3542.365,2121.717,2809.482,2432.553,1876.179,3434.414,4057.281,0,0,1257.324,0,0,2442.992,1771.937,1206.505,4176.848,2377.892,2228.001,0,2020.115,1316.17,1313.173,1436.375,2295.731,1588.037,3606.858,2734.455,0,0,4477.695,1510.67,2967.265,0,1513.987,1708.506,0,0,1741.63,0,1142.721,1489.184,5066.838,894.326,0,0,0,4344.348,0,0,1313.009,0,0,0,0,1769.953,0,2085.712,851.806,0,3917.603,1006.453,0,1792.897,2319.111,0,0,973.502,0,0,4876.93,3759.712,1724.655,2042.135,0,1526.95,971.926,1652.204,1918.639,7752.389,0,1189.768,694.796,0,0,0,0,976.432,1684.639,0,0,0,815.814,0,0,0,0,0,3132.222,2613.063,1550.992,0,1595.781,2971.242,0,873.542,1098.383,1870.724,1912.987,1949.125,0,0,0,0,0,1428.322,1620.006,0,0,0
"7pm",2439.318,0,0,2214.547,6030.321,1551.346,0,2142.772,2906.048,1626.128,1145.449,1999.177,0,1639.25,2323.046,0,0,0,0,0,1544.092,0,0,2915.43,1971.289,0,0,0,0,1479.705,0,0,936.102,1864.68,1638.055,0,0,2790.97,1173.197,1171.165,0,0,1152.003,0,0,0,0,0,1323.319,2286.112,0,0,0,0,2240.614,0,0,0,0,0,0,0,1030.304,0,1307.912,720.137,0,1678.842,0,0,1132.862,1938.547,0,0,0,0,0,3214.993,2914.821,1253.478,1013.699,0,0,0,0,990.737,3058.327,0,0,0,0,0,0,0,0,1246.516,0,0,0,0,0,0,0,0,0,1645.052,1781.24,0,0,1329.497,2177.426,0,0,0,744.065,1612.966,1352.519,0,0,0,0,0,0,1172.362,0,0,0
"8pm",2564.038,0,0,2687.571,5163.27,1391.297,0,1788.048,1588.785,0,1991.552,1578.832,0,0,0,0,0,0,0,0,0,0,0,1867.416,1682.528,0,0,0,0,0,0,0,0,1064.956,0,0,0,2542.507,0,1083.035,0,0,0,0,0,0,0,0,1320.702,1116.908,0,0,0,0,2329.107,0,0,0,0,0,0,0,665.392,0,980.933,0,0,1232.386,0,0,0,1530.283,0,0,0,0,0,2397.477,2302.412,722.779,0,0,0,0,0,1221.367,2685.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893.823,1985.022,0,0,0,0,0,1444.265,0,0,0,0,0,0,770.191,0,0,0
"9pm",2639.436,0,0,2931.913,4788.708,0,0,1382.335,1636.156,0,1461.269,1836.441,0,809.48,0,0,0,0,0,0,0,0,0,1836.414,1318.311,0,0,0,0,0,0,0,0,983.733,0,0,0,2453.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371.832,0,0,0,0,0,0,0,700.371,0,0,0,0,1345.071,0,0,0,1276.378,0,0,0,0,0,2073.979,1958.276,0,0,0,0,0,0,0,2002.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396.288,0,0,0,0,0,885.068,0,0,0,0,0,0,0,0,0,0
"10pm",0,0,0,2021.188,3670.217,0,0,1249.065,1190.456,0,1461.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760.656,0,0,0,0,0,0,0,0,0,0,0,0,1061.365,0,0,0,912.771,0,0,0,0,0,1518.725,1154.106,0,0,0,0,0,0,0,1204.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11pm",0,0,0,1414.253,1211.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.64,0,0,0,0,0,0,0,0,1118.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12pm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
