"11am",13789.83186,13265.22489,4347.24548,12462.10877,5961.48798,7082.06947,18095.94079,3054.05279,1795.71803,3771.00937,2573.37883,1814.38576,1436.04959,4411.22198,1221.8467,4481.27034,8124.07141,5175.16859,4110.88355,5139.69009,2247.42589,4748.47619,7054.06611,5219.31097,2479.71706,4102.4997,4162.96766,4508.54185,3644.66491,19283.65831,11955.05744,3848.44122,3019.65234,14337.47879,2940.88884,4573.50381,1347.22246,8848.31864,5492.20241,3467.51271,3606.35573,3274.60317,2370.13635,1723.56438,884.3755,3423.63768,7808.67079,1086.54727,5451.52106,1692.88311,2128.46785,11146.07987,0,1051.03905,1305.09589,4121.67987,0,4532.06347,2366.51544,1650.90575,5254.47943,2428.6353,1489.79114,7977.98434,1232.97521,795.2913,4192.60679,1031.2484,5551.34493,9113.85571,2585.61594,7064.95438,1929.083,2859.10247,837.23288,1641.21578,624.52148,2284.52972,1541.68066,1641.2748,1253.93801,1895.97456,1218.01391,4558.62786,0,732.3127,1436.4235,2280.04499,1104.91065,3254.37875,2339.67586,1024.07431,2904.00812,1369.58279,2541.64625,1043.72384,5123.39491,918.39503,861.9031,974.15117,2193.86275,1069.30111,6235.55688,1722.85134,1329.75028,1660.7442,1278.87446,1651.70599,744.55335,3114.56526,873.1793,1097.09692,2618.80053,1798.28414,2623.69825,0,0
"12am",16562.10163,12487.42875,3351.98834,10362.56199,4521.05483,5202.6955,17272.12343,2501.7102,1372.32977,2590.14348,2309.28722,1753.66285,1015.65622,3421.86975,884.375,3598.8404,6647.67099,4630.89865,4471.5678,2893.27741,2276.90697,4062.14802,6657.77348,4593.00172,1716.32845,3316.83576,3273.74592,3968.10753,3038.08762,16292.51997,10814.04732,3158.61539,3620.34111,13410.95151,2441.07446,3301.77023,969.34001,7852.71906,4638.73088,2958.5159,3402.41098,2364.094,1408.24782,1305.59578,0,3336.04856,7407.63108,922.7918,3720.35198,1594.25767,1250.98396,8516.79312,0,902.29299,896.36396,3028.90618,0,3434.33223,2060.99278,0,3909.7339,1256.15377,1468.74863,6101.14981,986.95227,0,3636.16689,0,5551.02304,7687.82739,2184.42135,6108.19581,1984.41412,2418.3318,657.0969,0,0,1971.26591,1481.59523,1455.12799,1110.02875,1006.07431,990.19743,3675.2244,0,0,1228.48491,1925.57943,0,2747.09239,1774.72392,1156.49243,2906.09276,905.02858,1956.76099,975.86383,3683.95275,0,816.87359,0,1867.22373,895.47011,5668.55086,1647.34352,1027.40013,1260.71341,726.58181,1701.53965,0,2376.48477,788.59925,1100.12244,1688.78335,1672.71171,1657.91856,0,809.5609
"1pm",14005.00473,14663.23198,3799.07488,11430.66571,5710.77103,6816.23957,18203.21116,2856.0733,1969.59549,3085.54875,2317.71457,1802.75922,964.71616,4601.93794,902.97668,4369.06713,7460.25465,5095.08098,3654.9291,4306.97333,2420.2948,5224.90456,6589.55555,5177.74378,2654.89529,3695.95443,2992.03387,4706.16827,3297.79014,17899.7657,10547.0372,3501.98816,2835.49391,12771.77667,2876.69723,4146.94573,867.26359,8033.22993,4477.89845,2917.44226,3240.31762,3405.04099,1631.60584,1760.76679,0,3560.94835,6684.04284,899.49324,4666.22437,1586.25844,1124.85945,10225.27547,599.40568,1054.17551,1584.09328,3832.77374,0,4008.99953,1998.49187,0,5042.05288,1829.59863,1698.92599,7268.01864,1138.99507,864.74287,3780.94432,997.77735,6300.05233,8216.7774,2344.43143,5648.14343,1941.54407,2417.37946,634.73338,1267.24528,0,2130.18296,1584.86051,1238.01184,0,1722.09787,1011.43997,4669.16903,822.69472,0,1289.83648,2264.32684,998.35246,2540.83945,1708.05369,1343.146,3210.37514,907.01813,2177.50348,798.09778,4552.04043,720.5029,1108.68183,0,2272.34042,928.5555,5711.72081,1915.66031,1228.54797,1475.22681,744.87529,1497.01395,0,2417.93143,1027.34207,988.05494,2253.64766,1848.68495,2040.45411,0,0
"2pm",15712.22875,14804.69319,4007.55241,11685.30578,5847.12909,7057.92129,18680.76568,3600.75472,2012.16143,3216.04233,2754.73449,1626.07901,1018.17727,4257.69474,1296.97394,4627.10435,7476.27783,5311.08422,3906.88305,4615.05167,2970.49348,5067.18093,6837.71738,6425.17585,3305.71173,4526.96484,3284.68106,5147.92612,3697.04162,18501.15098,11798.7616,3886.31578,2731.23809,13636.2653,3559.14827,4501.13254,1298.922,8243.14799,4433.95663,2713.95161,3540.88234,3734.90861,1769.50729,1672.46654,0,3801.41341,6816.88423,1393.35716,4997.9513,2068.41732,1581.04684,10679.23882,641.84456,1103.79113,1851.17443,4508.82201,0,4960.20842,3032.40839,1067.09468,5202.27693,2484.80325,1555.46187,8654.00242,1352.91397,941.32104,3833.64605,1078.93133,6751.40021,7911.53933,3655.30446,5454.47741,1827.7769,2499.2363,848.1319,1510.50652,665.02366,2415.40451,1679.45532,1344.02795,1071.2825,1994.30126,1135.22583,4761.36176,914.46581,0,1371.97233,2446.15637,1111.16896,2807.76938,2352.74514,1461.80573,3602.48467,1004.68622,2371.60505,949.93685,5323.85553,791.87914,1055.71823,785.97211,2481.47061,1110.75887,6347.06142,2107.76321,1122.13012,1850.20766,909.51896,1626.29159,0,2524.15478,1261.11735,967.14977,2854.98588,2140.19435,1903.28905,0,0
"3pm",16685.4739,13746.69978,4082.94751,11588.70875,5133.88787,7111.87194,18489.02103,3414.09628,1500.76671,3079.63398,2534.52573,1750.2577,1310.33448,4060.26974,1149.44386,5357.14505,6967.64647,4730.23123,4594.27597,3937.51562,4108.68174,4760.25488,5571.65516,7198.82109,2391.48648,4273.04804,4130.29863,4555.21322,3951.45103,18055.4936,12822.5637,3600.0546,2842.12449,13682.29194,3094.64836,4314.66347,1432.1556,8791.63553,4204.59372,2733.37497,4030.9228,3813.88414,2489.85858,1611.27813,872.7354,3938.30605,6637.23337,1591.31317,4572.54939,1696.16163,1508.06458,10623.39702,641.84456,1164.45868,1498.98939,4813.55303,768.67038,5806.48963,2234.57398,1315.43455,4837.6121,2216.64558,1879.73204,8481.9071,1357.85775,1530.08646,3825.8684,899.82705,7184.77006,7430.42451,3952.47853,4962.52917,1844.32978,2528.74231,955.60697,1547.33466,605.29778,2413.62353,1603.41829,1433.04881,1204.72305,2010.1887,1387.85326,4843.50709,941.50776,849.91474,1566.9897,2072.18372,1082.82538,3005.2136,2297.32898,1326.13105,3486.68728,1028.52072,2327.99421,933.31618,5612.21403,926.58631,994.79438,712.80503,2214.4838,1124.25659,6635.76215,2110.01013,1223.36451,1902.07402,1065.7434,1716.73991,0,2706.68104,1201.68956,959.25172,2560.60955,2433.95801,1866.06237,0,0
"4pm",15882.0761,11907.34616,3554.46419,9432.66956,4322.43051,5557.76545,15219.43701,2644.17734,1896.66606,2453.45538,2702.20863,1278.47963,1384.01208,3637.13902,1082.0418,3684.33813,6018.67197,3806.05688,4954.54701,3347.61842,3397.4373,3934.86307,3880.49505,5031.9005,1894.58927,3085.9113,3402.62905,4200.79653,3437.6982,14920.49682,10062.35584,2881.19832,2250.5162,11421.11558,3054.51722,4020.62873,1031.87503,7000.52982,3393.67932,2946.86932,3896.46986,3441.35045,2218.02372,1385.45054,1053.33649,3477.42508,4825.16212,1367.02781,3810.19803,1497.39784,1301.6344,8988.06101,0,758.47984,1328.98112,3698.22446,0,4648.91686,1922.78668,1248.90628,3722.23363,2135.71733,1524.95023,5969.07686,1107.54414,839.13128,3208.59195,777.26737,5637.10063,6364.32398,3144.05764,3744.4188,1691.89344,2294.9093,959.76371,1488.92902,0,2285.64742,1082.65713,1063.80638,913.64585,1636.11622,1451.54692,4234.70992,0,0,1284.88653,2088.38264,1214.30627,2250.76249,2012.5372,1196.09824,3057.20915,980.39747,1663.90178,906.00665,5262.15206,0,0,705.84319,2021.39648,899.97813,5860.02712,1797.06644,837.24005,1961.73315,1037.16242,1160.11235,0,2800.66828,987.80264,1100.94879,2305.14682,2236.02219,1242.37209,837.99977,0
"5pm",11716.91624,7324.03159,3011.18592,5909.08741,2104.86916,4459.27076,9382.0531,1837.15072,1296.91046,1461.29747,1993.94838,1201.24707,729.481,2236.46603,0,1451.56936,2716.85226,2744.47947,2986.16052,1747.99925,2090.37661,1730.1048,2187.71059,3707.54994,1126.95957,2060.83926,3048.70126,3052.39403,2860.92617,8956.39318,7233.43714,2003.83923,2186.72061,8869.49818,1758.54509,2429.36715,769.85445,4756.68017,2193.61129,1353.3383,2795.39213,2194.74447,1222.34648,1060.64939,788.21859,2416.55582,2629.03181,917.42724,2139.34127,925.25576,1564.94517,5362.11271,0,0,742.43774,2238.61711,0,2822.08599,674.68392,0,2473.34977,1364.8861,0,3167.76126,638.38014,0,2450.97703,0,4161.05165,3974.8537,2547.34798,1911.43458,996.63018,1311.08158,0,988.39313,0,996.20585,0,0,0,1200.50559,726.83903,3124.65466,0,0,1000.36571,682.15085,0,1646.46409,1455.12689,0,1487.63343,0,0,863.80039,2980.19391,0,0,0,1299.80669,779.18262,3538.708,1299.51011,0,1591.14962,895.50894,0,0,1813.97178,0,0,1940.26564,901.81485,0,809.61463,0
"6pm",8235.57523,5492.4939,2117.09115,4387.00327,785.46301,1927.77761,4999.85578,1122.74571,743.47095,794.09137,1459.87069,1081.40588,0,1486.01916,0,929.42753,1532.71965,1423.94663,1751.21593,1298.64834,1763.73766,826.98648,1191.38017,1976.92418,883.28387,1467.33376,2063.32225,1460.28171,1775.35721,4769.6573,3256.81247,1886.50899,1267.52849,5816.2419,1089.30234,1314.00638,722.38317,1521.01722,1144.15462,1028.84292,2105.05147,1136.47659,1285.62356,0,0,1082.29738,1386.72353,0,969.85895,949.90035,0,2762.69151,0,0,0,1025.25493,0,2189.41368,0,0,1565.58763,1101.64111,785.48464,1561.82277,509.7408,0,1575.97661,0,2276.63265,1524.61774,1835.93087,867.97735,0,1126.65672,0,0,0,907.77877,0,0,0,938.78007,0,1132.38416,0,0,0,0,0,1556.46983,1056.47858,0,895.22078,0,0,0,1578.77441,0,0,0,967.15137,0,1694.25569,0,0,1085.86169,0,0,0,0,0,0,1253.62436,0,0,0,0
"7pm",7190.08339,4513.70532,1580.5461,2485.62192,901.0157,1769.1688,3924.76909,1020.36639,0,0,0,920.08242,0,0,0,0,1593.67895,1009.20273,2029.68174,883.33332,1442.46782,759.39266,0,1164.9681,0,689.26363,1150.09443,1084.61445,947.80041,3010.98561,2046.62086,1181.6782,0,4521.46786,804.98364,0,0,623.05438,940.31995,0,1038.66661,0,1048.38958,0,0,0,1393.26995,0,692.05364,0,0,2588.32814,0,0,0,968.26815,0,648.75316,589.89099,0,0,702.63724,0,854.80394,0,0,793.46614,0,2126.41392,679.51855,1047.63229,646.39959,0,1163.87008,0,0,0,0,0,0,0,640.00329,0,715.26994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219.38373,0,0,0,0,0,0,1085.71594,0,0,0,0,0,0,0
"8pm",6186.65618,3769.76437,1468.6444,2466.48231,931.98165,1124.73188,3153.05615,0,0,0,744.11357,880.38157,0,0,0,0,1136.74775,0,1168.1858,898.37487,1426.81764,1028.86904,0,0,0,0,1038.05947,0,0,2120.01559,1876.96151,959.86255,0,3171.01001,0,0,795.06739,1449.39585,0,0,739.05829,0,0,0,0,0,1436.55082,0,741.85434,0,0,2484.80055,0,0,0,0,0,1092.96635,0,0,0,789.98284,670.05428,0,0,0,0,0,1601.28338,605.36765,0,0,0,849.19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845.35532,0,843.62787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9pm",6534.56348,3310.89655,1359.38423,2160.58951,910.09318,1010.83092,1963.24771,0,0,0,0,722.81692,0,0,0,0,895.61831,0,0,0,988.22771,834.88841,0,0,0,0,0,0,0,1347.66794,1538.17344,835.33252,0,2510.74339,0,0,0,1151.74101,0,0,0,0,0,0,0,0,1012.79731,0,678.04548,0,0,1982.65924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931.07227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10pm",5047.48863,1659.37316,1095.69197,1873.93582,0,969.71618,1623.40685,0,0,0,0,0,0,0,0,0,0,0,0,0,910.89972,0,0,0,0,0,0,0,0,0,1299.05386,0,0,1652.8646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316.86322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.08985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11pm",3671.17652,1096.04056,0,1649.68393,0,0,1212.51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155.11456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12pm",1813.0575,0,0,1139.08543,0,0,1299.87641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1am",1479.07829,0,0,0,0,0,1237.3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2am",1298.76108,0,0,0,0,0,1049.70945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3am",0,0,0,0,0,0,951.01868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
